Year,Entidad federativa,Densidad del personal sanitario,GeoCode,Value
2020,Nayarit,Número de dentistas,18,0.94678523728999
2019,Nayarit,Número de dentistas,18,1.4244722763067
2018,Nayarit,Número de dentistas,18,1.20572070557818
2017,Nayarit,Número de dentistas,18,0.94835440247188
2016,Nayarit,Número de dentistas,18,0.86446291742239
2015,Nayarit,Número de dentistas,18,1.06233301714288
2014,Nayarit,Número de dentistas,18,1.09681659611047
2013,Nayarit,Número de dentistas,18,1.11588896126308
2012,Nayarit,Número de dentistas,18,1.16245175164747
2021,Nayarit,Número de personal farmacéutico,18,0.0229683534370227
2020,Nayarit,Número de personal farmacéutico,18,0.0388026736594258
2019,Nayarit,Número de personal farmacéutico,18,0.0078700125762801
2018,Nayarit,Número de personal farmacéutico,18,0.0079849053349548
2017,Nayarit,Número de personal farmacéutico,18,0.0405279659176018
2016,Nayarit,Número de personal farmacéutico,18,0.0905627818252023
2015,Nayarit,Número de personal farmacéutico,18,0.0334593076265473
2014,Nayarit,Número de personal farmacéutico,18,0.0510147254004868
2013,Nayarit,Número de personal farmacéutico,18,0.0519018121517713
2012,Nayarit,Número de personal farmacéutico,18,0.0616451686479717
2021,Nuevo León,Número de personal sanitario,19,86.310177055897
2020,Nuevo León,Número de personal sanitario,19,78.0834319491821
2019,Nuevo León,Número de personal sanitario,19,93.5145948589473
2018,Nuevo León,Número de personal sanitario,19,94.3637659564483
2017,Nuevo León,Número de personal sanitario,19,90.2116851954311
2016,Nuevo León,Número de personal sanitario,19,83.2929904652315
2015,Nuevo León,Número de personal sanitario,19,88.7016910242679
2014,Nuevo León,Número de personal sanitario,19,83.4753101305665
2013,Nuevo León,Número de personal sanitario,19,81.1008702553755
2012,Nuevo León,Número de personal sanitario,19,76.4117422276468
2021,Nuevo León,Número de médicos,19,52.241619954526
2020,Nuevo León,Número de médicos,19,45.0362048949467
2019,Nuevo León,Número de médicos,19,60.1122652262808
2018,Nuevo León,Número de médicos,19,60.5773066453914
2017,Nuevo León,Número de médicos,19,57.007623465047
2016,Nuevo León,Número de médicos,19,48.5209955115057
2015,Nuevo León,Número de médicos,19,55.9301113741914
2014,Nuevo León,Número de médicos,19,50.4480881675911
2013,Nuevo León,Número de médicos,19,48.6190015737897
2012,Nuevo León,Número de médicos,19,46.5746404189253
2021,Nuevo León,Número de enfermeros y parteros,19,33.5303825893159
2020,Nuevo León,Número de enfermeros y parteros,19,32.4732676631101
2019,Nuevo León,Número de enfermeros y parteros,19,32.5727836256655
2018,Nuevo León,Número de enfermeros y parteros,19,33.2218239628309
2017,Nuevo León,Número de enfermeros y parteros,19,32.4394455621194
2016,Nuevo León,Número de enfermeros y parteros,19,33.9767855520463
2015,Nuevo León,Número de enfermeros y parteros,19,31.9685712501861
2014,Nuevo León,Número de enfermeros y parteros,19,32.2051136701733
2013,Nuevo León,Número de enfermeros y parteros,19,31.6873883635382
2012,Nuevo León,Número de enfermeros y parteros,19,28.9876976952428
2021,Nuevo León,Número de dentistas,19,0.51355214875847
2020,Nuevo León,Número de dentistas,19,0.54009222208378
2019,Nuevo León,Número de dentistas,19,0.79882208081585
2018,Nuevo León,Número de dentistas,19,0.52980394687441
2017,Nuevo León,Número de dentistas,19,0.71252552906416
2016,Nuevo León,Número de dentistas,19,0.7763208173166
2015,Nuevo León,Número de dentistas,19,0.77995552716637
2014,Nuevo León,Número de dentistas,19,0.79666208373917
2013,Nuevo León,Número de dentistas,19,0.73259868523488
2012,Nuevo León,Número de dentistas,19,0.76181567971476
2021,Nuevo León,Número de personal farmacéutico,19,0.024622363296639
2020,Nuevo León,Número de personal farmacéutico,19,0.0338671690415573
2019,Nuevo León,Número de personal farmacéutico,19,0.0307239261852252
2018,Nuevo León,Número de personal farmacéutico,19,0.034831401351605
2017,Nuevo León,Número de personal farmacéutico,19,0.0520906392005129
2016,Nuevo León,Número de personal farmacéutico,19,0.0188885843629343
2015,Nuevo León,Número de personal farmacéutico,19,0.0230528727241292
2014,Nuevo León,Número de personal farmacéutico,19,0.0254462090629218
2013,Nuevo León,Número de personal farmacéutico,19,0.0618816328127558
2012,Nuevo León,Número de personal farmacéutico,19,0.0875884337639968
2021,Oaxaca,Número de personal sanitario,20,44.2287208695754
2020,Oaxaca,Número de personal sanitario,20,44.2393835494944
2019,Oaxaca,Número de personal sanitario,20,43.0747770849951
2018,Oaxaca,Número de personal sanitario,20,43.6636776488541
2017,Oaxaca,Número de personal sanitario,20,43.2921906094008
2016,Oaxaca,Número de personal sanitario,20,43.6575465081624
2015,Oaxaca,Número de personal sanitario,20,41.6622711249734
2014,Oaxaca,Número de personal sanitario,20,41.6257631118397
2013,Oaxaca,Número de personal sanitario,20,40.1940654064997
2012,Oaxaca,Número de personal sanitario,20,39.6170344839185
2021,Oaxaca,Número de médicos,20,19.2024282585613
2020,Oaxaca,Número de médicos,20,19.0269652448974
2019,Oaxaca,Número de médicos,20,18.5937432126892
2018,Oaxaca,Número de médicos,20,19.3385498357578
2017,Oaxaca,Número de médicos,20,19.1266518806933
2016,Oaxaca,Número de médicos,20,19.3550268454618
2015,Oaxaca,Número de médicos,20,18.4911316214274
2014,Oaxaca,Número de médicos,20,18.4156847098439
2013,Oaxaca,Número de médicos,20,17.5692709055754
2012,Oaxaca,Número de médicos,20,17.4297623895287
2021,Oaxaca,Número de enfermeros y parteros,20,23.8956083117539
2020,Oaxaca,Número de enfermeros y parteros,20,24.0998572977607
2019,Oaxaca,Número de enfermeros y parteros,20,23.2822203579405
2018,Oaxaca,Número de enfermeros y parteros,20,23.2145585621472
2017,Oaxaca,Número de enfermeros y parteros,20,23.021230117024
2016,Oaxaca,Número de enfermeros y parteros,20,23.1879745774984
2015,Oaxaca,Número de enfermeros y parteros,20,22.083864945074
2014,Oaxaca,Número de enfermeros y parteros,20,22.0597246619551
2013,Oaxaca,Número de enfermeros y parteros,20,21.4727111628538
2012,Oaxaca,Número de enfermeros y parteros,20,21.1170235266117
2021,Oaxaca,Número de dentistas,20,1.0898740379281
2020,Oaxaca,Número de dentistas,20,1.06670708247649
2019,Oaxaca,Número de dentistas,20,1.12115757821227
2018,Oaxaca,Número de dentistas,20,1.06419383167871
2017,Oaxaca,Número de dentistas,20,1.10010784985885
2016,Oaxaca,Número de dentistas,20,1.06759085766592
2015,Oaxaca,Número de dentistas,20,1.0400017515819
2014,Oaxaca,Número de dentistas,20,1.10524182866646
2013,Oaxaca,Número de dentistas,20,1.11923885694131
2012,Oaxaca,Número de dentistas,20,1.03202540464315
2021,Oaxaca,Número de personal farmacéutico,20,0.0408102613321093
2020,Oaxaca,Número de personal farmacéutico,20,0.0458539243598491
2019,Oaxaca,Número de personal farmacéutico,20,0.0776559361532307
2018,Oaxaca,Número de personal farmacéutico,20,0.0463754192704024
2017,Oaxaca,Número de personal farmacéutico,20,0.044200761824686
2016,Oaxaca,Número de personal farmacéutico,20,0.0469542275362326
2015,Oaxaca,Número de personal farmacéutico,20,0.0472728068900862
2014,Oaxaca,Número de personal farmacéutico,20,0.0451119113741414
2013,Oaxaca,Número de personal farmacéutico,20,0.0328444811292034
2012,Oaxaca,Número de personal farmacéutico,20,0.0382231631349313
2021,Puebla,Número de personal sanitario,21,41.3983150791236
2020,Puebla,Número de personal sanitario,21,40.9118032672208
2019,Puebla,Número de personal sanitario,21,42.78344433093
2018,Puebla,Número de personal sanitario,21,42.6852486541143
2017,Puebla,Número de personal sanitario,21,43.8691481620254
2016,Puebla,Número de personal sanitario,21,43.0684001391753
2015,Puebla,Número de personal sanitario,21,42.1819681688464
2014,Puebla,Número de personal sanitario,21,40.7855830497685
2013,Puebla,Número de personal sanitario,21,37.1121365020659
2012,Puebla,Número de personal sanitario,21,37.8011095877751
2021,Puebla,Número de médicos,21,19.1934778185694
2020,Puebla,Número de médicos,21,18.3997125574859
2019,Puebla,Número de médicos,21,19.3305784163935
2018,Puebla,Número de médicos,21,18.950984739657
2017,Puebla,Número de médicos,21,19.7991982712422
2016,Puebla,Número de médicos,21,19.3461910837019
2015,Puebla,Número de médicos,21,19.1792724881512
2014,Puebla,Número de médicos,21,18.6295353634494
2013,Puebla,Número de médicos,21,16.4790305806619
2012,Puebla,Número de médicos,21,17.1002653563695
2021,Puebla,Número de enfermeros y parteros,21,21.4156120156693
2020,Puebla,Número de enfermeros y parteros,21,21.7186863828651
2019,Puebla,Número de enfermeros y parteros,21,22.4654733584369
2018,Puebla,Número de enfermeros y parteros,21,22.8838002728584
2017,Puebla,Número de enfermeros y parteros,21,23.1047818540925
2016,Puebla,Número de enfermeros y parteros,21,22.6916308222943
2015,Puebla,Número de enfermeros y parteros,21,21.9300971777431
2014,Puebla,Número de enfermeros y parteros,21,21.139715223644
2013,Puebla,Número de enfermeros y parteros,21,19.6754787972203
2012,Puebla,Número de enfermeros y parteros,21,19.6657192098336
2021,Puebla,Número de dentistas,21,0.77272053444053
2020,Puebla,Número de dentistas,21,0.70558476397205
2019,Puebla,Número de dentistas,21,0.88192802611363
2018,Puebla,Número de dentistas,21,0.8180503267648
2017,Puebla,Número de dentistas,21,0.9277463357528
2016,Puebla,Número de dentistas,21,0.93287815602765
2015,Puebla,Número de dentistas,21,0.99769192102233
2014,Puebla,Número de dentistas,21,0.96632245260705
2013,Puebla,Número de dentistas,21,0.88082085313138
2012,Puebla,Número de dentistas,21,0.9473464197427
2021,Puebla,Número de personal farmacéutico,21,0.0165047104443608
2020,Puebla,Número de personal farmacéutico,21,0.0878195628978094
2019,Puebla,Número de personal farmacéutico,21,0.105464529985859
2018,Puebla,Número de personal farmacéutico,21,0.032413314834077
2017,Puebla,Número de personal farmacéutico,21,0.0374217009379282
2016,Puebla,Número de personal farmacéutico,21,0.0977000771515448
2015,Puebla,Número de personal farmacéutico,21,0.0749065819297912
2014,Puebla,Número de personal farmacéutico,21,0.0500100100681443
2013,Puebla,Número de personal farmacéutico,21,0.0768062710522721
2012,Puebla,Número de personal farmacéutico,21,0.0877786018293061
2021,Querétaro,Número de personal sanitario,22,53.0752473446209
2020,Querétaro,Número de personal sanitario,22,50.8019478539785
2019,Querétaro,Número de personal sanitario,22,50.7567285602507
2018,Querétaro,Número de personal sanitario,22,46.288839812588
2017,Querétaro,Número de personal sanitario,22,47.0371729091485
2016,Querétaro,Número de personal sanitario,22,45.8241848182195
2015,Querétaro,Número de personal sanitario,22,45.2367560964767
2014,Querétaro,Número de personal sanitario,22,44.4456522813294
2013,Querétaro,Número de personal sanitario,22,44.5787848475623
2012,Querétaro,Número de personal sanitario,22,44.5132441790971
2021,Querétaro,Número de médicos,22,26.6648042260158
2020,Querétaro,Número de médicos,22,25.2101540727756
2019,Querétaro,Número de médicos,22,24.8357384534583
2018,Querétaro,Número de médicos,22,23.0625249665823
2017,Querétaro,Número de médicos,22,23.2495905929364
2016,Querétaro,Número de médicos,22,22.065248605428
2015,Querétaro,Número de médicos,22,21.9322405385503
2014,Querétaro,Número de médicos,22,21.5137709875384
2013,Querétaro,Número de médicos,22,21.3715195423481
2012,Querétaro,Número de médicos,22,21.3321760062479
2021,Querétaro,Número de enfermeros y parteros,22,25.5999365390593
2020,Querétaro,Número de enfermeros y parteros,22,24.7758744045653
2019,Querétaro,Número de enfermeros y parteros,22,24.9250595771895
2018,Querétaro,Número de enfermeros y parteros,22,22.3618682601602
2017,Querétaro,Número de enfermeros y parteros,22,22.7162367293442
2016,Querétaro,Número de enfermeros y parteros,22,22.7039296864171
2015,Querétaro,Número de enfermeros y parteros,22,22.3236288363301
2014,Querétaro,Número de enfermeros y parteros,22,21.9485922661106
2013,Querétaro,Número de enfermeros y parteros,22,22.2767495466264
2012,Querétaro,Número de enfermeros y parteros,22,22.2281377564496
2021,Querétaro,Número de dentistas,22,0.81050657954583
2020,Querétaro,Número de dentistas,22,0.8159193766376
2019,Querétaro,Número de dentistas,22,0.99593052960281
2018,Querétaro,Número de dentistas,22,0.86444658584546
2017,Querétaro,Número de dentistas,22,1.07134558686781
2016,Querétaro,Número de dentistas,22,1.01715875861214
2015,Querétaro,Número de dentistas,22,0.9422310872477
2014,Querétaro,Número de dentistas,22,0.93881866964453
2013,Querétaro,Número de dentistas,22,0.92040145686402
2012,Querétaro,Número de dentistas,22,0.94257247709083
2021,Querétaro,Número de personal farmacéutico,22,0.0
2020,Querétaro,Número de personal farmacéutico,22,0.0
2019,Querétaro,Número de personal farmacéutico,22,0.0
2018,Querétaro,Número de personal farmacéutico,22,0.0
2017,Querétaro,Número de personal farmacéutico,22,0.0
2016,Querétaro,Número de personal farmacéutico,22,0.0378477677623122
2015,Querétaro,Número de personal farmacéutico,22,0.0386556343486236
2014,Querétaro,Número de personal farmacéutico,22,0.0444703580357937
2013,Querétaro,Número de personal farmacéutico,22,0.0101143017237804
2012,Querétaro,Número de personal farmacéutico,22,0.0103579393086904
2021,Quintana Roo,Número de personal sanitario,23,47.0480967009559
2020,Quintana Roo,Número de personal sanitario,23,47.735134416823
2019,Quintana Roo,Número de personal sanitario,23,47.217610019584
2018,Quintana Roo,Número de personal sanitario,23,46.3094374852985
2017,Quintana Roo,Número de personal sanitario,23,45.7217749018601
2016,Quintana Roo,Número de personal sanitario,23,45.3825115660864
2015,Quintana Roo,Número de personal sanitario,23,44.4036978817252
2014,Quintana Roo,Número de personal sanitario,23,43.7560164522622
2013,Quintana Roo,Número de personal sanitario,23,42.1404557366142
2012,Quintana Roo,Número de personal sanitario,23,43.5221283109987
2021,Quintana Roo,Número de médicos,23,18.3661871398084
2020,Quintana Roo,Número de médicos,23,19.0046882099557
2019,Quintana Roo,Número de médicos,23,19.0734449324772
2018,Quintana Roo,Número de médicos,23,18.7632541694601
2017,Quintana Roo,Número de médicos,23,19.4660145188437
2016,Quintana Roo,Número de médicos,23,19.0680673772461
2015,Quintana Roo,Número de médicos,23,18.8933766943214
2014,Quintana Roo,Número de médicos,23,18.9160624970549
2013,Quintana Roo,Número de médicos,23,18.0305544239871
2012,Quintana Roo,Número de médicos,23,18.2805737440905
2021,Quintana Roo,Número de enfermeros y parteros,23,27.8814049593815
2020,Quintana Roo,Número de enfermeros y parteros,23,27.9180320543807
2019,Quintana Roo,Número de enfermeros y parteros,23,27.0518794140362
2018,Quintana Roo,Número de enfermeros y parteros,23,26.6770076286881
2017,Quintana Roo,Número de enfermeros y parteros,23,25.1781218192532
2016,Quintana Roo,Número de enfermeros y parteros,23,25.3048079135036
2015,Quintana Roo,Número de enfermeros y parteros,23,24.4479376315273
2014,Quintana Roo,Número de enfermeros y parteros,23,23.756151086159
2013,Quintana Roo,Número de enfermeros y parteros,23,23.1347159755415
2012,Quintana Roo,Número de enfermeros y parteros,23,24.381208622515
2021,Quintana Roo,Número de dentistas,23,0.78914992656364
2020,Quintana Roo,Número de dentistas,23,0.80080823602256
2019,Quintana Roo,Número de dentistas,23,1.06854033235166
2018,Quintana Roo,Número de dentistas,23,0.84486308051667
2017,Quintana Roo,Número de dentistas,23,0.98420169407274
2016,Quintana Roo,Número de dentistas,23,0.91378473020985
2015,Quintana Roo,Número de dentistas,23,0.96401470811012
2014,Quintana Roo,Número de dentistas,23,0.9828274464662
2013,Quintana Roo,Número de dentistas,23,0.93368808869899
2012,Quintana Roo,Número de dentistas,23,0.83190475614881
2021,Quintana Roo,Número de personal farmacéutico,23,0.0113546752023545
2020,Quintana Roo,Número de personal farmacéutico,23,0.0116059164640951
2019,Quintana Roo,Número de personal farmacéutico,23,0.0237453407189258
2018,Quintana Roo,Número de personal farmacéutico,23,0.0243126066335732
2017,Quintana Roo,Número de personal farmacéutico,23,0.0934368696904499
2016,Quintana Roo,Número de personal farmacéutico,23,0.0958515451269074
2015,Quintana Roo,Número de personal farmacéutico,23,0.0983688477663386
2014,Quintana Roo,Número de personal farmacéutico,23,0.100975422582144
2013,Quintana Roo,Número de personal farmacéutico,23,0.0414972483866216
2012,Quintana Roo,Número de personal farmacéutico,23,0.0284411882444037
2021,San Luis Potosí,Número de personal sanitario,24,55.4907726188228
2020,San Luis Potosí,Número de personal sanitario,24,57.7326594425538
2019,San Luis Potosí,Número de personal sanitario,24,55.8335520645238
2018,San Luis Potosí,Número de personal sanitario,24,57.9153654115506
2017,San Luis Potosí,Número de personal sanitario,24,52.8981072100644
2016,San Luis Potosí,Número de personal sanitario,24,49.0102848974476
2015,San Luis Potosí,Número de personal sanitario,24,44.8184511929532
2014,San Luis Potosí,Número de personal sanitario,24,45.002386739604
2013,San Luis Potosí,Número de personal sanitario,24,45.517546506376
2012,San Luis Potosí,Número de personal sanitario,24,45.5439383923948
2021,San Luis Potosí,Número de médicos,24,27.9758325955009
2020,San Luis Potosí,Número de médicos,24,30.3264806837903
2019,San Luis Potosí,Número de médicos,24,29.1571312165776
2018,San Luis Potosí,Número de médicos,24,29.8567477842824
2017,San Luis Potosí,Número de médicos,24,25.9229615806586
2016,San Luis Potosí,Número de médicos,24,21.1903329801611
2015,San Luis Potosí,Número de médicos,24,20.4079486948013
2014,San Luis Potosí,Número de médicos,24,20.6484981829687
2013,San Luis Potosí,Número de médicos,24,20.7478763710199
2012,San Luis Potosí,Número de médicos,24,20.6400697129266
2021,San Luis Potosí,Número de enfermeros y parteros,24,26.6070163097059
2020,San Luis Potosí,Número de enfermeros y parteros,24,26.5548601569636
2019,San Luis Potosí,Número de enfermeros y parteros,24,25.7663585455729
2018,San Luis Potosí,Número de enfermeros y parteros,24,27.1984884379877
2017,San Luis Potosí,Número de enfermeros y parteros,24,25.9586288365484
2016,San Luis Potosí,Número de enfermeros y parteros,24,26.7809281250798
2015,San Luis Potosí,Número de enfermeros y parteros,24,23.1633299362383
2014,San Luis Potosí,Número de enfermeros y parteros,24,23.0955921217475
2013,San Luis Potosí,Número de enfermeros y parteros,24,23.5250930016726
2012,San Luis Potosí,Número de enfermeros y parteros,24,23.6915023941436
2021,San Luis Potosí,Número de dentistas,24,0.9009929982448
2020,San Luis Potosí,Número de dentistas,24,0.8478295911368
2019,San Luis Potosí,Número de dentistas,24,0.90654854831008
2018,San Luis Potosí,Número de dentistas,24,0.84951031040045
2017,San Luis Potosí,Número de dentistas,24,1.00938334167947
2016,San Luis Potosí,Número de dentistas,24,1.03183331613611
2015,San Luis Potosí,Número de dentistas,24,1.00063845083765
2014,San Luis Potosí,Número de dentistas,24,0.99493206479495
2013,San Luis Potosí,Número de dentistas,24,0.97867341372735
2012,San Luis Potosí,Número de dentistas,24,0.94378052365271
2021,San Luis Potosí,Número de personal farmacéutico,24,0.0069307153711138
2020,San Luis Potosí,Número de personal farmacéutico,24,0.0034890106631144
2019,San Luis Potosí,Número de personal farmacéutico,24,0.0035137540632174
2018,San Luis Potosí,Número de personal farmacéutico,24,0.0106188788800056
2017,San Luis Potosí,Número de personal farmacéutico,24,0.0071334511779468
2016,San Luis Potosí,Número de personal farmacéutico,24,0.0071904760706349
2015,San Luis Potosí,Número de personal farmacéutico,24,0.246534111075944
2014,San Luis Potosí,Número de personal farmacéutico,24,0.263364370092781
2013,San Luis Potosí,Número de personal farmacéutico,24,0.265903719956111
2012,San Luis Potosí,Número de personal farmacéutico,24,0.268585761671917
2021,Sinaloa,Número de personal sanitario,25,57.6123590296608
2020,Sinaloa,Número de personal sanitario,25,54.665131717751
2019,Sinaloa,Número de personal sanitario,25,54.1582082725968
2018,Sinaloa,Número de personal sanitario,25,56.7800786572226
2017,Sinaloa,Número de personal sanitario,25,57.3108080443747
2016,Sinaloa,Número de personal sanitario,25,53.7813715102367
2015,Sinaloa,Número de personal sanitario,25,50.6998166317947
2014,Sinaloa,Número de personal sanitario,25,50.1867978283073
2013,Sinaloa,Número de personal sanitario,25,45.4625202486216
2012,Sinaloa,Número de personal sanitario,25,45.0574839765467
2021,Sinaloa,Número de médicos,25,26.5274582766141
2020,Sinaloa,Número de médicos,25,24.4846316090924
2019,Sinaloa,Número de médicos,25,25.2250709994085
2018,Sinaloa,Número de médicos,25,26.0290342426263
2017,Sinaloa,Número de médicos,25,26.6943521054906
2016,Sinaloa,Número de médicos,25,24.4475685737082
2015,Sinaloa,Número de médicos,25,22.6308861028122
2014,Sinaloa,Número de médicos,25,22.1704832553889
2013,Sinaloa,Número de médicos,25,20.0348506243644
2012,Sinaloa,Número de médicos,25,19.8554303478761
2021,Sinaloa,Número de enfermeros y parteros,25,30.1011217908926
2020,Sinaloa,Número de enfermeros y parteros,25,29.2269648370405
2019,Sinaloa,Número de enfermeros y parteros,25,27.6843397597965
2018,Sinaloa,Número de enfermeros y parteros,25,29.6848879569415
2017,Sinaloa,Número de enfermeros y parteros,25,29.3264184725566
2016,Sinaloa,Número de enfermeros y parteros,25,28.10404596602
2015,Sinaloa,Número de enfermeros y parteros,25,26.9150040287951
2014,Sinaloa,Número de enfermeros y parteros,25,26.8471483094125
2013,Sinaloa,Número de enfermeros y parteros,25,24.3034559350818
2012,Sinaloa,Número de enfermeros y parteros,25,24.1133746800926
2021,Sinaloa,Número de dentistas,25,0.98063589837721
2020,Sinaloa,Número de dentistas,25,0.93136003274332
2019,Sinaloa,Número de dentistas,25,1.22324666912806
2018,Sinaloa,Número de dentistas,25,1.05327239170137
2017,Sinaloa,Número de dentistas,25,1.28028907237533
2016,Sinaloa,Número de dentistas,25,1.11825900518236
2015,Sinaloa,Número de dentistas,25,1.13071533495369
2014,Sinaloa,Número de dentistas,25,1.14900822447992
2013,Sinaloa,Número de dentistas,25,1.10036673213224
2012,Sinaloa,Número de dentistas,25,1.06448608305411
2021,Sinaloa,Número de personal farmacéutico,25,0.00314306377685
2020,Sinaloa,Número de personal farmacéutico,25,0.0221752388748411
2019,Sinaloa,Número de personal farmacéutico,25,0.0255508442637716
2018,Sinaloa,Número de personal farmacéutico,25,0.0128840659535336
2017,Sinaloa,Número de personal farmacéutico,25,0.0097483939520964
2016,Sinaloa,Número de personal farmacéutico,25,0.1114979653261
2015,Sinaloa,Número de personal farmacéutico,25,0.0232111652336535
2014,Sinaloa,Número de personal farmacéutico,25,0.0201580390259636
2013,Sinaloa,Número de personal farmacéutico,25,0.0238469570431136
2012,Sinaloa,Número de personal farmacéutico,25,0.024192865523957
2021,Sonora,Número de personal sanitario,26,61.4794869627295
2020,Sonora,Número de personal sanitario,26,58.1934436839478
2019,Sonora,Número de personal sanitario,26,60.7554533747324
2018,Sonora,Número de personal sanitario,26,59.790802189374
2017,Sonora,Número de personal sanitario,26,61.2226982824692
2016,Sonora,Número de personal sanitario,26,60.2566287081726
2015,Sonora,Número de personal sanitario,26,60.2027070592501
2014,Sonora,Número de personal sanitario,26,59.5860125794644
2013,Sonora,Número de personal sanitario,26,55.4299532488873
2012,Sonora,Número de personal sanitario,26,53.9801807884717
2021,Sonora,Número de médicos,26,29.4234968189902
2020,Sonora,Número de médicos,26,26.7631949966583
2019,Sonora,Número de médicos,26,27.8890442669448
2018,Sonora,Número de médicos,26,27.1055191996872
2017,Sonora,Número de médicos,26,28.0369098625503
2016,Sonora,Número de médicos,26,26.6263746866731
2015,Sonora,Número de médicos,26,27.5170777126923
2014,Sonora,Número de médicos,26,26.7924613107027
2013,Sonora,Número de médicos,26,25.6413816230001
2012,Sonora,Número de médicos,26,26.0043653537507
2021,Sonora,Número de enfermeros y parteros,26,31.4934915700749
2020,Sonora,Número de enfermeros y parteros,26,30.9684217715615
2019,Sonora,Número de enfermeros y parteros,26,32.1323136319226
2018,Sonora,Número de enfermeros y parteros,26,32.0853083886116
2017,Sonora,Número de enfermeros y parteros,26,32.3146994574264
2016,Sonora,Número de enfermeros y parteros,26,32.7680275474515
2015,Sonora,Número de enfermeros y parteros,26,31.7774063230348
2014,Sonora,Número de enfermeros y parteros,26,31.8946167870396
2013,Sonora,Número de enfermeros y parteros,26,29.0730478571487
2012,Sonora,Número de enfermeros y parteros,26,27.3042225499949
2021,Sonora,Número de dentistas,26,0.55607001853674
2020,Sonora,Número de dentistas,26,0.45857461350453
2019,Sonora,Número de dentistas,26,0.71763593604745
2018,Sonora,Número de dentistas,26,0.58330863993424
2017,Sonora,Número de dentistas,26,0.85758370726009
2016,Sonora,Número de dentistas,26,0.85880494042084
2015,Sonora,Número de dentistas,26,0.89782352325363
2014,Sonora,Número de dentistas,26,0.88840009326445
2013,Sonora,Número de dentistas,26,0.70484430950354
2012,Sonora,Número de dentistas,26,0.6607607414241
2021,Sonora,Número de personal farmacéutico,26,0.0064285551275924
2020,Sonora,Número de personal farmacéutico,26,0.0032523022234364
2019,Sonora,Número de personal farmacéutico,26,0.016459539817602
2018,Sonora,Número de personal farmacéutico,26,0.0166659611409784
2017,Sonora,Número de personal farmacéutico,26,0.0135052552324423
2016,Sonora,Número de personal farmacéutico,26,0.0034215336271746
2015,Sonora,Número de personal farmacéutico,26,0.0103995002693471
2014,Sonora,Número de personal farmacéutico,26,0.0105343884576813
2013,Sonora,Número de personal farmacéutico,26,0.0106794592349022
2012,Sonora,Número de personal farmacéutico,26,0.0108321433020345
2021,Tabasco,Número de personal sanitario,27,58.7423422619437
2020,Tabasco,Número de personal sanitario,27,56.2651057210957
2019,Tabasco,Número de personal sanitario,27,54.6500275903052
2018,Tabasco,Número de personal sanitario,27,50.6453687429599
2017,Tabasco,Número de personal sanitario,27,51.7103000805812
2016,Tabasco,Número de personal sanitario,27,50.969063304594
2015,Tabasco,Número de personal sanitario,27,50.7693087617243
2014,Tabasco,Número de personal sanitario,27,49.601947815392
2013,Tabasco,Número de personal sanitario,27,47.3856728473145
2012,Tabasco,Número de personal sanitario,27,47.0506375982802
2021,Tabasco,Número de médicos,27,27.8036572502998
2020,Tabasco,Número de médicos,27,25.7825040518418
2019,Tabasco,Número de médicos,27,25.8963704992823
2018,Tabasco,Número de médicos,27,23.3711166385657
2017,Tabasco,Número de médicos,27,24.029607564662
2016,Tabasco,Número de médicos,27,23.2402651123781
2015,Tabasco,Número de médicos,27,23.3486064405884
2014,Tabasco,Número de médicos,27,22.2463043979586
2013,Tabasco,Número de médicos,27,20.9002091292215
2012,Tabasco,Número de médicos,27,20.951531521691
2021,Tabasco,Número de enfermeros y parteros,27,29.1653748300738
2020,Tabasco,Número de enfermeros y parteros,27,28.7798367756009
2019,Tabasco,Número de enfermeros y parteros,27,27.0754433707021
2018,Tabasco,Número de enfermeros y parteros,27,25.6048866302109
2017,Tabasco,Número de enfermeros y parteros,27,25.9556755070102
2016,Tabasco,Número de enfermeros y parteros,27,26.0400028811255
2015,Tabasco,Número de enfermeros y parteros,27,25.6607985347049
2014,Tabasco,Número de enfermeros y parteros,27,25.5717613558506
2013,Tabasco,Número de enfermeros y parteros,27,24.7183535788218
2012,Tabasco,Número de enfermeros y parteros,27,24.4262518561586
2021,Tabasco,Número de dentistas,27,1.60021048922589
2020,Tabasco,Número de dentistas,27,1.60168752553661
2019,Tabasco,Número de dentistas,27,1.5603064331788
2018,Tabasco,Número de dentistas,27,1.55409976287061
2017,Tabasco,Número de dentistas,27,1.63655459819569
2016,Tabasco,Número de dentistas,27,1.59519942637931
2015,Tabasco,Número de dentistas,27,1.68571580480153
2014,Tabasco,Número de dentistas,27,1.70868328615306
2013,Tabasco,Número de dentistas,27,1.68659432956816
2012,Tabasco,Número de dentistas,27,1.62985025589509
2021,Tabasco,Número de personal farmacéutico,27,0.173099692344147
2020,Tabasco,Número de personal farmacéutico,27,0.101077368116388
2019,Tabasco,Número de personal farmacéutico,27,0.117907287141975
2018,Tabasco,Número de personal farmacéutico,27,0.115265711312654
2017,Tabasco,Número de personal farmacéutico,27,0.0884624107132805
2016,Tabasco,Número de personal farmacéutico,27,0.0935958847110308
2015,Tabasco,Número de personal farmacéutico,27,0.0741879816294071
2014,Tabasco,Número de personal farmacéutico,27,0.0751987754297192
2013,Tabasco,Número de personal farmacéutico,27,0.0805158097030026
2012,Tabasco,Número de personal farmacéutico,27,0.0430039645354905
2021,Tamaulipas,Número de personal sanitario,28,60.4681512209267
