Year,Series,Sexo,Grupo de edad,Entidad federativa,Aguascalientes,Baja California,Baja California Sur,Campeche,Coahuila de Zaragoza,Colima,Chiapas,Chihuahua,Ciudad de México,Durango,Guanajuato,Guerrero,Hidalgo,Jalisco,México,Michoacán de Ocampo,Morelos,Nayarit,Nuevo León,Oaxaca,Puebla,Querétaro,Quintana Roo,San Luis Potosí,Sinaloa,Sonora,Tabasco,Tamaulipas,Tlaxcala,Veracruz de Ignacio de la Llave,Yucatán,Zacatecas,GeoCode,Value
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,Xalpatláhuac,,,,,,,,,,,,,,,,,,,,,"	12069",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,Xochihuehuetlán,,,,,,,,,,,,,,,,,,,,,"	12070",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,Xochistlahuaca,,,,,,,,,,,,,,,,,,,,,"	12071",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,Zapotitlán Tablas,,,,,,,,,,,,,,,,,,,,,"	12072",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,Zirándaro,,,,,,,,,,,,,,,,,,,,,"	12073",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,Zitlala,,,,,,,,,,,,,,,,,,,,,"	12074",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,Eduardo Neri,,,,,,,,,,,,,,,,,,,,,"	12075",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,Acatepec,,,,,,,,,,,,,,,,,,,,,"	12076",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,Marquelia,,,,,,,,,,,,,,,,,,,,,"	12077",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,Cochoapa el Grande,,,,,,,,,,,,,,,,,,,,,"	12078",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,José Joaquín de Herrera,,,,,,,,,,,,,,,,,,,,,"	12079",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,Juchitán,,,,,,,,,,,,,,,,,,,,,"	12080",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,Iliatenco,,,,,,,,,,,,,,,,,,,,,"	12081",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,Hidalgo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	13",22.73324884
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Acatlán,,,,,,,,,,,,,,,,,,,,"	13001",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Acaxochitlán,,,,,,,,,,,,,,,,,,,,"	13002",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Actopan,,,,,,,,,,,,,,,,,,,,"	13003",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Agua Blanca de Iturbide,,,,,,,,,,,,,,,,,,,,"	13004",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Ajacuba,,,,,,,,,,,,,,,,,,,,"	13005",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Alfajayucan,,,,,,,,,,,,,,,,,,,,"	13006",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Almoloya,,,,,,,,,,,,,,,,,,,,"	13007",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Apan,,,,,,,,,,,,,,,,,,,,"	13008",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,El Arenal,,,,,,,,,,,,,,,,,,,,"	13009",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Atitalaquia,,,,,,,,,,,,,,,,,,,,"	13010",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Atlapexco,,,,,,,,,,,,,,,,,,,,"	13011",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Atotonilco el Grande,,,,,,,,,,,,,,,,,,,,"	13012",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Atotonilco de Tula,,,,,,,,,,,,,,,,,,,,"	13013",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Calnali,,,,,,,,,,,,,,,,,,,,"	13014",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Cardonal,,,,,,,,,,,,,,,,,,,,"	13015",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Cuautepec de Hinojosa,,,,,,,,,,,,,,,,,,,,"	13016",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Chapantongo,,,,,,,,,,,,,,,,,,,,"	13017",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Chapulhuacán,,,,,,,,,,,,,,,,,,,,"	13018",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Chilcuautla,,,,,,,,,,,,,,,,,,,,"	13019",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Eloxochitlán,,,,,,,,,,,,,,,,,,,,"	13020",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Emiliano Zapata,,,,,,,,,,,,,,,,,,,,"	13021",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Epazoyucan,,,,,,,,,,,,,,,,,,,,"	13022",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Francisco I. Madero,,,,,,,,,,,,,,,,,,,,"	13023",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Huasca de Ocampo,,,,,,,,,,,,,,,,,,,,"	13024",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Huautla,,,,,,,,,,,,,,,,,,,,"	13025",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Huazalingo,,,,,,,,,,,,,,,,,,,,"	13026",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Huehuetla,,,,,,,,,,,,,,,,,,,,"	13027",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Huejutla de Reyes,,,,,,,,,,,,,,,,,,,,"	13028",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Huichapan,,,,,,,,,,,,,,,,,,,,"	13029",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Ixmiquilpan,,,,,,,,,,,,,,,,,,,,"	13030",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Jacala de Ledezma,,,,,,,,,,,,,,,,,,,,"	13031",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Jaltocán,,,,,,,,,,,,,,,,,,,,"	13032",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Juárez Hidalgo,,,,,,,,,,,,,,,,,,,,"	13033",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Lolotla,,,,,,,,,,,,,,,,,,,,"	13034",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Metepec,,,,,,,,,,,,,,,,,,,,"	13035",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,San Agustín Metzquititlán,,,,,,,,,,,,,,,,,,,,"	13036",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Metztitlán,,,,,,,,,,,,,,,,,,,,"	13037",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Mineral del Chico,,,,,,,,,,,,,,,,,,,,"	13038",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Mineral del Monte,,,,,,,,,,,,,,,,,,,,"	13039",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,La Misión,,,,,,,,,,,,,,,,,,,,"	13040",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Mixquiahuala de Juárez,,,,,,,,,,,,,,,,,,,,"	13041",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Molango de Escamilla,,,,,,,,,,,,,,,,,,,,"	13042",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Nicolás Flores,,,,,,,,,,,,,,,,,,,,"	13043",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Nopala de Villagrán,,,,,,,,,,,,,,,,,,,,"	13044",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Omitlán de Juárez,,,,,,,,,,,,,,,,,,,,"	13045",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,San Felipe Orizatlán,,,,,,,,,,,,,,,,,,,,"	13046",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Pacula,,,,,,,,,,,,,,,,,,,,"	13047",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Pachuca de Soto,,,,,,,,,,,,,,,,,,,,"	13048",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Pisaflores,,,,,,,,,,,,,,,,,,,,"	13049",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Progreso de Obregón,,,,,,,,,,,,,,,,,,,,"	13050",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Mineral de la Reforma,,,,,,,,,,,,,,,,,,,,"	13051",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,San Agustín Tlaxiaca,,,,,,,,,,,,,,,,,,,,"	13052",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,San Bartolo Tutotepec,,,,,,,,,,,,,,,,,,,,"	13053",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,San Salvador,,,,,,,,,,,,,,,,,,,,"	13054",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Santiago de Anaya,,,,,,,,,,,,,,,,,,,,"	13055",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Santiago Tulantepec de Lugo Guerrero,,,,,,,,,,,,,,,,,,,,"	13056",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Singuilucan,,,,,,,,,,,,,,,,,,,,"	13057",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Tasquillo,,,,,,,,,,,,,,,,,,,,"	13058",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Tecozautla,,,,,,,,,,,,,,,,,,,,"	13059",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Tenango de Doria,,,,,,,,,,,,,,,,,,,,"	13060",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Tepeapulco,,,,,,,,,,,,,,,,,,,,"	13061",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Tepehuacán de Guerrero,,,,,,,,,,,,,,,,,,,,"	13062",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Tepeji del Río de Ocampo,,,,,,,,,,,,,,,,,,,,"	13063",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Tepetitlán,,,,,,,,,,,,,,,,,,,,"	13064",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Tetepango,,,,,,,,,,,,,,,,,,,,"	13065",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Villa de Tezontepec,,,,,,,,,,,,,,,,,,,,"	13066",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Tezontepec de Aldama,,,,,,,,,,,,,,,,,,,,"	13067",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Tianguistengo,,,,,,,,,,,,,,,,,,,,"	13068",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Tizayuca,,,,,,,,,,,,,,,,,,,,"	13069",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Tlahuelilpan,,,,,,,,,,,,,,,,,,,,"	13070",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Tlahuiltepa,,,,,,,,,,,,,,,,,,,,"	13071",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Tlanalapa,,,,,,,,,,,,,,,,,,,,"	13072",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Tlanchinol,,,,,,,,,,,,,,,,,,,,"	13073",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Tlaxcoapan,,,,,,,,,,,,,,,,,,,,"	13074",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Tolcayuca,,,,,,,,,,,,,,,,,,,,"	13075",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Tula de Allende,,,,,,,,,,,,,,,,,,,,"	13076",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Tulancingo de Bravo,,,,,,,,,,,,,,,,,,,,"	13077",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Xochiatipan,,,,,,,,,,,,,,,,,,,,"	13078",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Xochicoatlán,,,,,,,,,,,,,,,,,,,,"	13079",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Yahualica,,,,,,,,,,,,,,,,,,,,"	13080",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Zacualtipán de Ángeles,,,,,,,,,,,,,,,,,,,,"	13081",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Zapotlán de Juárez,,,,,,,,,,,,,,,,,,,,"	13082",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Zempoala,,,,,,,,,,,,,,,,,,,,"	13083",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Zimapán,,,,,,,,,,,,,,,,,,,,"	13084",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,Jalisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	14",15.10915148
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Acatic,,,,,,,,,,,,,,,,,,,"	14001",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Acatlán de Juárez,,,,,,,,,,,,,,,,,,,"	14002",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Ahualulco de Mercado,,,,,,,,,,,,,,,,,,,"	14003",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Amacueca,,,,,,,,,,,,,,,,,,,"	14004",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Amatitán,,,,,,,,,,,,,,,,,,,"	14005",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Ameca,,,,,,,,,,,,,,,,,,,"	14006",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,San Juanito de Escobedo,,,,,,,,,,,,,,,,,,,"	14007",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Arandas,,,,,,,,,,,,,,,,,,,"	14008",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,El Arenal,,,,,,,,,,,,,,,,,,,"	14009",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Atemajac de Brizuela,,,,,,,,,,,,,,,,,,,"	14010",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Atengo,,,,,,,,,,,,,,,,,,,"	14011",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Atenguillo,,,,,,,,,,,,,,,,,,,"	14012",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Atotonilco el Alto,,,,,,,,,,,,,,,,,,,"	14013",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Atoyac,,,,,,,,,,,,,,,,,,,"	14014",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Autlán de Navarro,,,,,,,,,,,,,,,,,,,"	14015",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Ayotlán,,,,,,,,,,,,,,,,,,,"	14016",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Ayutla,,,,,,,,,,,,,,,,,,,"	14017",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,La Barca,,,,,,,,,,,,,,,,,,,"	14018",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Bolaños,,,,,,,,,,,,,,,,,,,"	14019",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Cabo Corrientes,,,,,,,,,,,,,,,,,,,"	14020",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Casimiro Castillo,,,,,,,,,,,,,,,,,,,"	14021",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Cihuatlán,,,,,,,,,,,,,,,,,,,"	14022",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Zapotlán el Grande,,,,,,,,,,,,,,,,,,,"	14023",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Cocula,,,,,,,,,,,,,,,,,,,"	14024",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Colotlán,,,,,,,,,,,,,,,,,,,"	14025",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Concepción de Buenos Aires,,,,,,,,,,,,,,,,,,,"	14026",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Cuautitlán de García Barragán,,,,,,,,,,,,,,,,,,,"	14027",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Cuautla,,,,,,,,,,,,,,,,,,,"	14028",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Cuquío,,,,,,,,,,,,,,,,,,,"	14029",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Chapala,,,,,,,,,,,,,,,,,,,"	14030",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Chimaltitán,,,,,,,,,,,,,,,,,,,"	14031",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Chiquilistlán,,,,,,,,,,,,,,,,,,,"	14032",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Degollado,,,,,,,,,,,,,,,,,,,"	14033",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Ejutla,,,,,,,,,,,,,,,,,,,"	14034",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Encarnación de Díaz,,,,,,,,,,,,,,,,,,,"	14035",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Etzatlán,,,,,,,,,,,,,,,,,,,"	14036",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,El Grullo,,,,,,,,,,,,,,,,,,,"	14037",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Guachinango,,,,,,,,,,,,,,,,,,,"	14038",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Guadalajara,,,,,,,,,,,,,,,,,,,"	14039",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Hostotipaquillo,,,,,,,,,,,,,,,,,,,"	14040",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Huejúcar,,,,,,,,,,,,,,,,,,,"	14041",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Huejuquilla el Alto,,,,,,,,,,,,,,,,,,,"	14042",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,La Huerta,,,,,,,,,,,,,,,,,,,"	14043",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Ixtlahuacán de los Membrillos,,,,,,,,,,,,,,,,,,,"	14044",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Ixtlahuacán del Río,,,,,,,,,,,,,,,,,,,"	14045",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Jalostotitlán,,,,,,,,,,,,,,,,,,,"	14046",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Jamay,,,,,,,,,,,,,,,,,,,"	14047",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Jesús María,,,,,,,,,,,,,,,,,,,"	14048",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Jilotlán de los Dolores,,,,,,,,,,,,,,,,,,,"	14049",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Jocotepec,,,,,,,,,,,,,,,,,,,"	14050",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Juanacatlán,,,,,,,,,,,,,,,,,,,"	14051",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Juchitlán,,,,,,,,,,,,,,,,,,,"	14052",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Lagos de Moreno,,,,,,,,,,,,,,,,,,,"	14053",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,El Limón,,,,,,,,,,,,,,,,,,,"	14054",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Magdalena,,,,,,,,,,,,,,,,,,,"	14055",NA
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Santa María del Oro,,,,,,,,,,,,,,,,,,,"	14056",NA
