Year,Series,Entidad federativa,Municipios,Sexo,Poblaciones,GeoCode,Value
2020,Censo de Población y Vivienda,Oaxaca,Magdalena Peñasco,Total,Discapacidad,"	20050",98.13902573
2020,Censo de Población y Vivienda,Oaxaca,Magdalena Peñasco,Hombres,Afromexicana o afrodescendiente,"	20050",97.73519164
2020,Censo de Población y Vivienda,Oaxaca,Magdalena Peñasco,Mujeres,Residentes en otra entidad 5 años atrás,"	20050",98.4989648
2020,Censo de Población y Vivienda,Oaxaca,Magdalena Peñasco,,,"	20050",97.99072643
2020,Censo de Población y Vivienda,Oaxaca,Magdalena Peñasco,,,"	20050",97.6635514
2020,Censo de Población y Vivienda,Oaxaca,Magdalena Peñasco,,,"	20050",90.90909091
2020,Censo de Población y Vivienda,Oaxaca,Magdalena Peñasco,,Hablantes de lengua indigena,"	20050",98.14814815
2010,Censo de Población y Vivienda,Oaxaca,Magdalena Teitipac,Total,Discapacidad,"	20051",96.59064732
2010,Censo de Población y Vivienda,Oaxaca,Magdalena Teitipac,Hombres,Afromexicana o afrodescendiente,"	20051",96.43380557
2010,Censo de Población y Vivienda,Oaxaca,Magdalena Teitipac,Mujeres,Residentes en otra entidad 5 años atrás,"	20051",96.73060157
2010,Censo de Población y Vivienda,Oaxaca,Magdalena Teitipac,,,"	20051",96.49
2010,Censo de Población y Vivienda,Oaxaca,Magdalena Teitipac,,,"	20051",94.76987448
2010,Censo de Población y Vivienda,Oaxaca,Magdalena Teitipac,,,"	20051",0
2010,Censo de Población y Vivienda,Oaxaca,Magdalena Teitipac,,Hablantes de lengua indigena,"	20051",96.875
2020,Censo de Población y Vivienda,Oaxaca,Magdalena Teitipac,Total,Discapacidad,"	20051",98.69857263
2020,Censo de Población y Vivienda,Oaxaca,Magdalena Teitipac,Hombres,Afromexicana o afrodescendiente,"	20051",98.60423233
2020,Censo de Población y Vivienda,Oaxaca,Magdalena Teitipac,Mujeres,Residentes en otra entidad 5 años atrás,"	20051",98.78096736
2020,Censo de Población y Vivienda,Oaxaca,Magdalena Teitipac,,,"	20051",99.36238045
2020,Censo de Población y Vivienda,Oaxaca,Magdalena Teitipac,,,"	20051",100
2020,Censo de Población y Vivienda,Oaxaca,Magdalena Teitipac,,,"	20051",100
2020,Censo de Población y Vivienda,Oaxaca,Magdalena Teitipac,,Hablantes de lengua indigena,"	20051",100
2010,Censo de Población y Vivienda,Oaxaca,Magdalena Tequisistlán,Total,Discapacidad,"	20052",92.52306198
2010,Censo de Población y Vivienda,Oaxaca,Magdalena Tequisistlán,Hombres,Afromexicana o afrodescendiente,"	20052",91.63636364
2010,Censo de Población y Vivienda,Oaxaca,Magdalena Tequisistlán,Mujeres,Residentes en otra entidad 5 años atrás,"	20052",93.37349398
2010,Censo de Población y Vivienda,Oaxaca,Magdalena Tequisistlán,,,"	20052",91.79
2010,Censo de Población y Vivienda,Oaxaca,Magdalena Tequisistlán,,,"	20052",92.93193717
2010,Censo de Población y Vivienda,Oaxaca,Magdalena Tequisistlán,,,"	20052",0
2010,Censo de Población y Vivienda,Oaxaca,Magdalena Tequisistlán,,Hablantes de lengua indigena,"	20052",97.05882353
2020,Censo de Población y Vivienda,Oaxaca,Magdalena Tequisistlán,Total,Discapacidad,"	20052",96.62658651
2020,Censo de Población y Vivienda,Oaxaca,Magdalena Tequisistlán,Hombres,Afromexicana o afrodescendiente,"	20052",95.94272076
2020,Censo de Población y Vivienda,Oaxaca,Magdalena Tequisistlán,Mujeres,Residentes en otra entidad 5 años atrás,"	20052",97.28314239
2020,Censo de Población y Vivienda,Oaxaca,Magdalena Tequisistlán,,,"	20052",96.98492462
2020,Censo de Población y Vivienda,Oaxaca,Magdalena Tequisistlán,,,"	20052",97.24137931
2020,Censo de Población y Vivienda,Oaxaca,Magdalena Tequisistlán,,,"	20052",84.44444444
2020,Censo de Población y Vivienda,Oaxaca,Magdalena Tequisistlán,,Hablantes de lengua indigena,"	20052",97.64705882
2010,Censo de Población y Vivienda,Oaxaca,Magdalena Tlacotepec,Total,Discapacidad,"	20053",98.36199836
2010,Censo de Población y Vivienda,Oaxaca,Magdalena Tlacotepec,Hombres,Afromexicana o afrodescendiente,"	20053",97.76247849
2010,Censo de Población y Vivienda,Oaxaca,Magdalena Tlacotepec,Mujeres,Residentes en otra entidad 5 años atrás,"	20053",98.90625
2010,Censo de Población y Vivienda,Oaxaca,Magdalena Tlacotepec,,,"	20053",98.17
2010,Censo de Población y Vivienda,Oaxaca,Magdalena Tlacotepec,,,"	20053",96
2010,Censo de Población y Vivienda,Oaxaca,Magdalena Tlacotepec,,,"	20053",0
2010,Censo de Población y Vivienda,Oaxaca,Magdalena Tlacotepec,,Hablantes de lengua indigena,"	20053",100
2020,Censo de Población y Vivienda,Oaxaca,Magdalena Tlacotepec,Total,Discapacidad,"	20053",99.92242048
2020,Censo de Población y Vivienda,Oaxaca,Magdalena Tlacotepec,Hombres,Afromexicana o afrodescendiente,"	20053",99.8381877
2020,Censo de Población y Vivienda,Oaxaca,Magdalena Tlacotepec,Mujeres,Residentes en otra entidad 5 años atrás,"	20053",100
2020,Censo de Población y Vivienda,Oaxaca,Magdalena Tlacotepec,,,"	20053",100
2020,Censo de Población y Vivienda,Oaxaca,Magdalena Tlacotepec,,,"	20053",100
2020,Censo de Población y Vivienda,Oaxaca,Magdalena Tlacotepec,,,"	20053",100
2020,Censo de Población y Vivienda,Oaxaca,Magdalena Tlacotepec,,Hablantes de lengua indigena,"	20053",98.64864865
2010,Censo de Población y Vivienda,Oaxaca,Magdalena Zahuatlán,Total,Discapacidad,"	20054",99.26650367
2010,Censo de Población y Vivienda,Oaxaca,Magdalena Zahuatlán,Hombres,Afromexicana o afrodescendiente,"	20054",98.96907216
2010,Censo de Población y Vivienda,Oaxaca,Magdalena Zahuatlán,Mujeres,Residentes en otra entidad 5 años atrás,"	20054",99.53488372
2010,Censo de Población y Vivienda,Oaxaca,Magdalena Zahuatlán,,,"	20054",100
2010,Censo de Población y Vivienda,Oaxaca,Magdalena Zahuatlán,,,"	20054",96.82539683
2010,Censo de Población y Vivienda,Oaxaca,Magdalena Zahuatlán,,,"	20054",0
2010,Censo de Población y Vivienda,Oaxaca,Magdalena Zahuatlán,,Hablantes de lengua indigena,"	20054",100
2020,Censo de Población y Vivienda,Oaxaca,Magdalena Zahuatlán,Total,Discapacidad,"	20054",98.51485149
2020,Censo de Población y Vivienda,Oaxaca,Magdalena Zahuatlán,Hombres,Afromexicana o afrodescendiente,"	20054",98.41269841
2020,Censo de Población y Vivienda,Oaxaca,Magdalena Zahuatlán,Mujeres,Residentes en otra entidad 5 años atrás,"	20054",98.60465116
2020,Censo de Población y Vivienda,Oaxaca,Magdalena Zahuatlán,,,"	20054",100
2020,Censo de Población y Vivienda,Oaxaca,Magdalena Zahuatlán,,,"	20054",100
2020,Censo de Población y Vivienda,Oaxaca,Magdalena Zahuatlán,,,"	20054",100
2020,Censo de Población y Vivienda,Oaxaca,Magdalena Zahuatlán,,Hablantes de lengua indigena,"	20054",100
2010,Censo de Población y Vivienda,Oaxaca,Mariscala de Juárez,Total,Discapacidad,"	20055",99.17707151
2010,Censo de Población y Vivienda,Oaxaca,Mariscala de Juárez,Hombres,Afromexicana o afrodescendiente,"	20055",99.17110716
2010,Censo de Población y Vivienda,Oaxaca,Mariscala de Juárez,Mujeres,Residentes en otra entidad 5 años atrás,"	20055",99.18256131
2010,Censo de Población y Vivienda,Oaxaca,Mariscala de Juárez,,,"	20055",100
2010,Censo de Población y Vivienda,Oaxaca,Mariscala de Juárez,,,"	20055",99.26650367
2010,Censo de Población y Vivienda,Oaxaca,Mariscala de Juárez,,,"	20055",0
2010,Censo de Población y Vivienda,Oaxaca,Mariscala de Juárez,,Hablantes de lengua indigena,"	20055",94.33962264
2020,Censo de Población y Vivienda,Oaxaca,Mariscala de Juárez,Total,Discapacidad,"	20055",99.62526767
2020,Censo de Población y Vivienda,Oaxaca,Mariscala de Juárez,Hombres,Afromexicana o afrodescendiente,"	20055",99.60784314
2020,Censo de Población y Vivienda,Oaxaca,Mariscala de Juárez,Mujeres,Residentes en otra entidad 5 años atrás,"	20055",99.64120964
2020,Censo de Población y Vivienda,Oaxaca,Mariscala de Juárez,,,"	20055",100
2020,Censo de Población y Vivienda,Oaxaca,Mariscala de Juárez,,,"	20055",100
2020,Censo de Población y Vivienda,Oaxaca,Mariscala de Juárez,,,"	20055",100
2020,Censo de Población y Vivienda,Oaxaca,Mariscala de Juárez,,Hablantes de lengua indigena,"	20055",97.95918367
2010,Censo de Población y Vivienda,Oaxaca,Mártires de Tacubaya,Total,Discapacidad,"	20056",98.20813232
2010,Censo de Población y Vivienda,Oaxaca,Mártires de Tacubaya,Hombres,Afromexicana o afrodescendiente,"	20056",98.0141844
2010,Censo de Población y Vivienda,Oaxaca,Mártires de Tacubaya,Mujeres,Residentes en otra entidad 5 años atrás,"	20056",98.39142091
2010,Censo de Población y Vivienda,Oaxaca,Mártires de Tacubaya,,,"	20056",91.3
2010,Censo de Población y Vivienda,Oaxaca,Mártires de Tacubaya,,,"	20056",98.8372093
2010,Censo de Población y Vivienda,Oaxaca,Mártires de Tacubaya,,,"	20056",0
2010,Censo de Población y Vivienda,Oaxaca,Mártires de Tacubaya,,Hablantes de lengua indigena,"	20056",100
2020,Censo de Población y Vivienda,Oaxaca,Mártires de Tacubaya,Total,Discapacidad,"	20056",99.51355108
2020,Censo de Población y Vivienda,Oaxaca,Mártires de Tacubaya,Hombres,Afromexicana o afrodescendiente,"	20056",99.15014164
2020,Censo de Población y Vivienda,Oaxaca,Mártires de Tacubaya,Mujeres,Residentes en otra entidad 5 años atrás,"	20056",99.86357435
2020,Censo de Población y Vivienda,Oaxaca,Mártires de Tacubaya,,,"	20056",91.30434783
2020,Censo de Población y Vivienda,Oaxaca,Mártires de Tacubaya,,,"	20056",98.63945578
2020,Censo de Población y Vivienda,Oaxaca,Mártires de Tacubaya,,,"	20056",99.67767929
2020,Censo de Población y Vivienda,Oaxaca,Mártires de Tacubaya,,Hablantes de lengua indigena,"	20056",100
2010,Censo de Población y Vivienda,Oaxaca,Matías Romero Avendaño,Total,Discapacidad,"	20057",97.0777416
2010,Censo de Población y Vivienda,Oaxaca,Matías Romero Avendaño,Hombres,Afromexicana o afrodescendiente,"	20057",96.86962313
2010,Censo de Población y Vivienda,Oaxaca,Matías Romero Avendaño,Mujeres,Residentes en otra entidad 5 años atrás,"	20057",97.26748305
2010,Censo de Población y Vivienda,Oaxaca,Matías Romero Avendaño,,,"	20057",94.4
2010,Censo de Población y Vivienda,Oaxaca,Matías Romero Avendaño,,,"	20057",96.71090594
2010,Censo de Población y Vivienda,Oaxaca,Matías Romero Avendaño,,,"	20057",0
2010,Censo de Población y Vivienda,Oaxaca,Matías Romero Avendaño,,Hablantes de lengua indigena,"	20057",96.34464752
2020,Censo de Población y Vivienda,Oaxaca,Matías Romero Avendaño,Total,Discapacidad,"	20057",98.89833176
2020,Censo de Población y Vivienda,Oaxaca,Matías Romero Avendaño,Hombres,Afromexicana o afrodescendiente,"	20057",98.73794434
2020,Censo de Población y Vivienda,Oaxaca,Matías Romero Avendaño,Mujeres,Residentes en otra entidad 5 años atrás,"	20057",99.0439962
2020,Censo de Población y Vivienda,Oaxaca,Matías Romero Avendaño,,,"	20057",98.41195703
2020,Censo de Población y Vivienda,Oaxaca,Matías Romero Avendaño,,,"	20057",98.60853432
2020,Censo de Población y Vivienda,Oaxaca,Matías Romero Avendaño,,,"	20057",99.79079498
2020,Censo de Población y Vivienda,Oaxaca,Matías Romero Avendaño,,Hablantes de lengua indigena,"	20057",98.56630824
2010,Censo de Población y Vivienda,Oaxaca,Mazatlán Villa de Flores,Total,Discapacidad,"	20058",93.05390113
2010,Censo de Población y Vivienda,Oaxaca,Mazatlán Villa de Flores,Hombres,Afromexicana o afrodescendiente,"	20058",93.14035881
2010,Censo de Población y Vivienda,Oaxaca,Mazatlán Villa de Flores,Mujeres,Residentes en otra entidad 5 años atrás,"	20058",92.96955435
2010,Censo de Población y Vivienda,Oaxaca,Mazatlán Villa de Flores,,,"	20058",93.18
2010,Censo de Población y Vivienda,Oaxaca,Mazatlán Villa de Flores,,,"	20058",93.22834646
2010,Censo de Población y Vivienda,Oaxaca,Mazatlán Villa de Flores,,,"	20058",0
2010,Censo de Población y Vivienda,Oaxaca,Mazatlán Villa de Flores,,Hablantes de lengua indigena,"	20058",88.88888889
2020,Censo de Población y Vivienda,Oaxaca,Mazatlán Villa de Flores,Total,Discapacidad,"	20058",97.00631912
2020,Censo de Población y Vivienda,Oaxaca,Mazatlán Villa de Flores,Hombres,Afromexicana o afrodescendiente,"	20058",97.00048379
2020,Censo de Población y Vivienda,Oaxaca,Mazatlán Villa de Flores,Mujeres,Residentes en otra entidad 5 años atrás,"	20058",97.01192135
2020,Censo de Población y Vivienda,Oaxaca,Mazatlán Villa de Flores,,,"	20058",96.83865511
2020,Censo de Población y Vivienda,Oaxaca,Mazatlán Villa de Flores,,,"	20058",97.04861111
2020,Censo de Población y Vivienda,Oaxaca,Mazatlán Villa de Flores,,,"	20058",100
2020,Censo de Población y Vivienda,Oaxaca,Mazatlán Villa de Flores,,Hablantes de lengua indigena,"	20058",97.17948718
2010,Censo de Población y Vivienda,Oaxaca,Miahuatlán de Porfirio Díaz,Total,Discapacidad,"	20059",95.39193219
2010,Censo de Población y Vivienda,Oaxaca,Miahuatlán de Porfirio Díaz,Hombres,Afromexicana o afrodescendiente,"	20059",95.21571085
2010,Censo de Población y Vivienda,Oaxaca,Miahuatlán de Porfirio Díaz,Mujeres,Residentes en otra entidad 5 años atrás,"	20059",95.5493352
2010,Censo de Población y Vivienda,Oaxaca,Miahuatlán de Porfirio Díaz,,,"	20059",90.06
2010,Censo de Población y Vivienda,Oaxaca,Miahuatlán de Porfirio Díaz,,,"	20059",94.52214452
2010,Censo de Población y Vivienda,Oaxaca,Miahuatlán de Porfirio Díaz,,,"	20059",0
2010,Censo de Población y Vivienda,Oaxaca,Miahuatlán de Porfirio Díaz,,Hablantes de lengua indigena,"	20059",93.45579793
2020,Censo de Población y Vivienda,Oaxaca,Miahuatlán de Porfirio Díaz,Total,Discapacidad,"	20059",98.73726919
2020,Censo de Población y Vivienda,Oaxaca,Miahuatlán de Porfirio Díaz,Hombres,Afromexicana o afrodescendiente,"	20059",98.62367109
2020,Censo de Población y Vivienda,Oaxaca,Miahuatlán de Porfirio Díaz,Mujeres,Residentes en otra entidad 5 años atrás,"	20059",98.83770818
2020,Censo de Población y Vivienda,Oaxaca,Miahuatlán de Porfirio Díaz,,,"	20059",97.39260526
2020,Censo de Población y Vivienda,Oaxaca,Miahuatlán de Porfirio Díaz,,,"	20059",98.67075665
2020,Censo de Población y Vivienda,Oaxaca,Miahuatlán de Porfirio Díaz,,,"	20059",99.57356077
2020,Censo de Población y Vivienda,Oaxaca,Miahuatlán de Porfirio Díaz,,Hablantes de lengua indigena,"	20059",98.42209073
2010,Censo de Población y Vivienda,Oaxaca,Mixistlán de la Reforma,Total,Discapacidad,"	20060",90.10830325
2010,Censo de Población y Vivienda,Oaxaca,Mixistlán de la Reforma,Hombres,Afromexicana o afrodescendiente,"	20060",90.55727554
2010,Censo de Población y Vivienda,Oaxaca,Mixistlán de la Reforma,Mujeres,Residentes en otra entidad 5 años atrás,"	20060",89.71583221
2010,Censo de Población y Vivienda,Oaxaca,Mixistlán de la Reforma,,,"	20060",89.83
2010,Censo de Población y Vivienda,Oaxaca,Mixistlán de la Reforma,,,"	20060",84.67741935
2010,Censo de Población y Vivienda,Oaxaca,Mixistlán de la Reforma,,,"	20060",0
2010,Censo de Población y Vivienda,Oaxaca,Mixistlán de la Reforma,,Hablantes de lengua indigena,"	20060",100
2020,Censo de Población y Vivienda,Oaxaca,Mixistlán de la Reforma,Total,Discapacidad,"	20060",96.20048504
2020,Censo de Población y Vivienda,Oaxaca,Mixistlán de la Reforma,Hombres,Afromexicana o afrodescendiente,"	20060",96.21478873
2020,Censo de Población y Vivienda,Oaxaca,Mixistlán de la Reforma,Mujeres,Residentes en otra entidad 5 años atrás,"	20060",96.18834081
2020,Censo de Población y Vivienda,Oaxaca,Mixistlán de la Reforma,,,"	20060",96.0331299
2020,Censo de Población y Vivienda,Oaxaca,Mixistlán de la Reforma,,,"	20060",98.20359281
2020,Censo de Población y Vivienda,Oaxaca,Mixistlán de la Reforma,,,"	20060",100
2020,Censo de Población y Vivienda,Oaxaca,Mixistlán de la Reforma,,Hablantes de lengua indigena,"	20060",100
2010,Censo de Población y Vivienda,Oaxaca,Monjas,Total,Discapacidad,"	20061",94.94514107
2010,Censo de Población y Vivienda,Oaxaca,Monjas,Hombres,Afromexicana o afrodescendiente,"	20061",94.47322971
2010,Censo de Población y Vivienda,Oaxaca,Monjas,Mujeres,Residentes en otra entidad 5 años atrás,"	20061",95.33715925
2010,Censo de Población y Vivienda,Oaxaca,Monjas,,,"	20061",73.91
2010,Censo de Población y Vivienda,Oaxaca,Monjas,,,"	20061",92.07920792
2010,Censo de Población y Vivienda,Oaxaca,Monjas,,,"	20061",0
2010,Censo de Población y Vivienda,Oaxaca,Monjas,,Hablantes de lengua indigena,"	20061",76.31578947
2020,Censo de Población y Vivienda,Oaxaca,Monjas,Total,Discapacidad,"	20061",98.51004851
2020,Censo de Población y Vivienda,Oaxaca,Monjas,Hombres,Afromexicana o afrodescendiente,"	20061",98.64559819
2020,Censo de Población y Vivienda,Oaxaca,Monjas,Mujeres,Residentes en otra entidad 5 años atrás,"	20061",98.39434811
2020,Censo de Población y Vivienda,Oaxaca,Monjas,,,"	20061",97.43589744
2020,Censo de Población y Vivienda,Oaxaca,Monjas,,,"	20061",97.46376812
2020,Censo de Población y Vivienda,Oaxaca,Monjas,,,"	20061",100
2020,Censo de Población y Vivienda,Oaxaca,Monjas,,Hablantes de lengua indigena,"	20061",93.18181818
2010,Censo de Población y Vivienda,Oaxaca,Natividad,Total,Discapacidad,"	20062",100
2010,Censo de Población y Vivienda,Oaxaca,Natividad,Hombres,Afromexicana o afrodescendiente,"	20062",100
2010,Censo de Población y Vivienda,Oaxaca,Natividad,Mujeres,Residentes en otra entidad 5 años atrás,"	20062",100
2010,Censo de Población y Vivienda,Oaxaca,Natividad,,,"	20062",100
2010,Censo de Población y Vivienda,Oaxaca,Natividad,,,"	20062",100
2010,Censo de Población y Vivienda,Oaxaca,Natividad,,,"	20062",0
2010,Censo de Población y Vivienda,Oaxaca,Natividad,,Hablantes de lengua indigena,"	20062",100
2020,Censo de Población y Vivienda,Oaxaca,Natividad,Total,Discapacidad,"	20062",99.39759036
2020,Censo de Población y Vivienda,Oaxaca,Natividad,Hombres,Afromexicana o afrodescendiente,"	20062",100
2020,Censo de Población y Vivienda,Oaxaca,Natividad,Mujeres,Residentes en otra entidad 5 años atrás,"	20062",98.91304348
2020,Censo de Población y Vivienda,Oaxaca,Natividad,,,"	20062",99.03846154
2020,Censo de Población y Vivienda,Oaxaca,Natividad,,,"	20062",97.36842105
2020,Censo de Población y Vivienda,Oaxaca,Natividad,,,"	20062",100
2020,Censo de Población y Vivienda,Oaxaca,Natividad,,Hablantes de lengua indigena,"	20062",100
2010,Censo de Población y Vivienda,Oaxaca,Nazareno Etla,Total,Discapacidad,"	20063",97.23942208
2010,Censo de Población y Vivienda,Oaxaca,Nazareno Etla,Hombres,Afromexicana o afrodescendiente,"	20063",96.92645445
2010,Censo de Población y Vivienda,Oaxaca,Nazareno Etla,Mujeres,Residentes en otra entidad 5 años atrás,"	20063",97.51703992
2010,Censo de Población y Vivienda,Oaxaca,Nazareno Etla,,,"	20063",76
2010,Censo de Población y Vivienda,Oaxaca,Nazareno Etla,,,"	20063",97.03389831
2010,Censo de Población y Vivienda,Oaxaca,Nazareno Etla,,,"	20063",0
2010,Censo de Población y Vivienda,Oaxaca,Nazareno Etla,,Hablantes de lengua indigena,"	20063",100
2020,Censo de Población y Vivienda,Oaxaca,Nazareno Etla,Total,Discapacidad,"	20063",99.25407925
2020,Censo de Población y Vivienda,Oaxaca,Nazareno Etla,Hombres,Afromexicana o afrodescendiente,"	20063",99.12366115
2020,Censo de Población y Vivienda,Oaxaca,Nazareno Etla,Mujeres,Residentes en otra entidad 5 años atrás,"	20063",99.37388193
2020,Censo de Población y Vivienda,Oaxaca,Nazareno Etla,,,"	20063",76.19047619
2020,Censo de Población y Vivienda,Oaxaca,Nazareno Etla,,,"	20063",98.69281046
2020,Censo de Población y Vivienda,Oaxaca,Nazareno Etla,,,"	20063",100
2020,Censo de Población y Vivienda,Oaxaca,Nazareno Etla,,Hablantes de lengua indigena,"	20063",100
2010,Censo de Población y Vivienda,Oaxaca,Nejapa de Madero,Total,Discapacidad,"	20064",92.98556252
2010,Censo de Población y Vivienda,Oaxaca,Nejapa de Madero,Hombres,Afromexicana o afrodescendiente,"	20064",92.90700922
2010,Censo de Población y Vivienda,Oaxaca,Nejapa de Madero,Mujeres,Residentes en otra entidad 5 años atrás,"	20064",93.06035629
2010,Censo de Población y Vivienda,Oaxaca,Nejapa de Madero,,,"	20064",80.71
2010,Censo de Población y Vivienda,Oaxaca,Nejapa de Madero,,,"	20064",91.32841328
2010,Censo de Población y Vivienda,Oaxaca,Nejapa de Madero,,,"	20064",0
2010,Censo de Población y Vivienda,Oaxaca,Nejapa de Madero,,Hablantes de lengua indigena,"	20064",98.03921569
2020,Censo de Población y Vivienda,Oaxaca,Nejapa de Madero,Total,Discapacidad,"	20064",97.12740385
2020,Censo de Población y Vivienda,Oaxaca,Nejapa de Madero,Hombres,Afromexicana o afrodescendiente,"	20064",96.93552341
2020,Censo de Población y Vivienda,Oaxaca,Nejapa de Madero,Mujeres,Residentes en otra entidad 5 años atrás,"	20064",97.31195473
2020,Censo de Población y Vivienda,Oaxaca,Nejapa de Madero,,,"	20064",92.95238095
2020,Censo de Población y Vivienda,Oaxaca,Nejapa de Madero,,,"	20064",96.72727273
2020,Censo de Población y Vivienda,Oaxaca,Nejapa de Madero,,,"	20064",100
2020,Censo de Población y Vivienda,Oaxaca,Nejapa de Madero,,Hablantes de lengua indigena,"	20064",100
2010,Censo de Población y Vivienda,Oaxaca,Ixpantepec Nieves,Total,Discapacidad,"	20065",97.45547074
2010,Censo de Población y Vivienda,Oaxaca,Ixpantepec Nieves,Hombres,Afromexicana o afrodescendiente,"	20065",96.95238095
2010,Censo de Población y Vivienda,Oaxaca,Ixpantepec Nieves,Mujeres,Residentes en otra entidad 5 años atrás,"	20065",97.85932722
2010,Censo de Población y Vivienda,Oaxaca,Ixpantepec Nieves,,,"	20065",97.38
2010,Censo de Población y Vivienda,Oaxaca,Ixpantepec Nieves,,,"	20065",96.94323144
2010,Censo de Población y Vivienda,Oaxaca,Ixpantepec Nieves,,,"	20065",0
2010,Censo de Población y Vivienda,Oaxaca,Ixpantepec Nieves,,Hablantes de lengua indigena,"	20065",100
2020,Censo de Población y Vivienda,Oaxaca,Ixpantepec Nieves,Total,Discapacidad,"	20065",98.30827068
2020,Censo de Población y Vivienda,Oaxaca,Ixpantepec Nieves,Hombres,Afromexicana o afrodescendiente,"	20065",97.70354906
2020,Censo de Población y Vivienda,Oaxaca,Ixpantepec Nieves,Mujeres,Residentes en otra entidad 5 años atrás,"	20065",98.8034188
2020,Censo de Población y Vivienda,Oaxaca,Ixpantepec Nieves,,,"	20065",98.00853485
2020,Censo de Población y Vivienda,Oaxaca,Ixpantepec Nieves,,,"	20065",97.43589744
2020,Censo de Población y Vivienda,Oaxaca,Ixpantepec Nieves,,,"	20065",100
2020,Censo de Población y Vivienda,Oaxaca,Ixpantepec Nieves,,Hablantes de lengua indigena,"	20065",100
2010,Censo de Población y Vivienda,Oaxaca,Santiago Niltepec,Total,Discapacidad,"	20066",94.14296407
2010,Censo de Población y Vivienda,Oaxaca,Santiago Niltepec,Hombres,Afromexicana o afrodescendiente,"	20066",93.77593361
2010,Censo de Población y Vivienda,Oaxaca,Santiago Niltepec,Mujeres,Residentes en otra entidad 5 años atrás,"	20066",94.50427033
2010,Censo de Población y Vivienda,Oaxaca,Santiago Niltepec,,,"	20066",87.64
2010,Censo de Población y Vivienda,Oaxaca,Santiago Niltepec,,,"	20066",92.85714286
2010,Censo de Población y Vivienda,Oaxaca,Santiago Niltepec,,,"	20066",0
2010,Censo de Población y Vivienda,Oaxaca,Santiago Niltepec,,Hablantes de lengua indigena,"	20066",94.50980392
2020,Censo de Población y Vivienda,Oaxaca,Santiago Niltepec,Total,Discapacidad,"	20066",97.9568672
2020,Censo de Población y Vivienda,Oaxaca,Santiago Niltepec,Hombres,Afromexicana o afrodescendiente,"	20066",97.41112828
2020,Censo de Población y Vivienda,Oaxaca,Santiago Niltepec,Mujeres,Residentes en otra entidad 5 años atrás,"	20066",98.48035582
2020,Censo de Población y Vivienda,Oaxaca,Santiago Niltepec,,,"	20066",94.91525424
2020,Censo de Población y Vivienda,Oaxaca,Santiago Niltepec,,,"	20066",98.02371542
2020,Censo de Población y Vivienda,Oaxaca,Santiago Niltepec,,,"	20066",100
2020,Censo de Población y Vivienda,Oaxaca,Santiago Niltepec,,Hablantes de lengua indigena,"	20066",98.97435897
2010,Censo de Población y Vivienda,Oaxaca,Oaxaca de Juárez,Total,Discapacidad,"	20067",98.89377774
2010,Censo de Población y Vivienda,Oaxaca,Oaxaca de Juárez,Hombres,Afromexicana o afrodescendiente,"	20067",98.82514853
2010,Censo de Población y Vivienda,Oaxaca,Oaxaca de Juárez,Mujeres,Residentes en otra entidad 5 años atrás,"	20067",98.95318766
2010,Censo de Población y Vivienda,Oaxaca,Oaxaca de Juárez,,,"	20067",97.36
2010,Censo de Población y Vivienda,Oaxaca,Oaxaca de Juárez,,,"	20067",98.99930987
2010,Censo de Población y Vivienda,Oaxaca,Oaxaca de Juárez,,,"	20067",0
2010,Censo de Población y Vivienda,Oaxaca,Oaxaca de Juárez,,Hablantes de lengua indigena,"	20067",98.81198347
2020,Censo de Población y Vivienda,Oaxaca,Oaxaca de Juárez,Total,Discapacidad,"	20067",98.73090325
2020,Censo de Población y Vivienda,Oaxaca,Oaxaca de Juárez,Hombres,Afromexicana o afrodescendiente,"	20067",98.65455795
2020,Censo de Población y Vivienda,Oaxaca,Oaxaca de Juárez,Mujeres,Residentes en otra entidad 5 años atrás,"	20067",98.79704143
2020,Censo de Población y Vivienda,Oaxaca,Oaxaca de Juárez,,,"	20067",98.88940956
2020,Censo de Población y Vivienda,Oaxaca,Oaxaca de Juárez,,,"	20067",99.53781821
2020,Censo de Población y Vivienda,Oaxaca,Oaxaca de Juárez,,,"	20067",99.77494374
2020,Censo de Población y Vivienda,Oaxaca,Oaxaca de Juárez,,Hablantes de lengua indigena,"	20067",99.53263228
2010,Censo de Población y Vivienda,Oaxaca,Ocotlán de Morelos,Total,Discapacidad,"	20068",97.26478052
2010,Censo de Población y Vivienda,Oaxaca,Ocotlán de Morelos,Hombres,Afromexicana o afrodescendiente,"	20068",97.4258204
2010,Censo de Población y Vivienda,Oaxaca,Ocotlán de Morelos,Mujeres,Residentes en otra entidad 5 años atrás,"	20068",97.11711712
2010,Censo de Población y Vivienda,Oaxaca,Ocotlán de Morelos,,,"	20068",94.86
2010,Censo de Población y Vivienda,Oaxaca,Ocotlán de Morelos,,,"	20068",95.63522993
2010,Censo de Población y Vivienda,Oaxaca,Ocotlán de Morelos,,,"	20068",0
2010,Censo de Población y Vivienda,Oaxaca,Ocotlán de Morelos,,Hablantes de lengua indigena,"	20068",95.5
2020,Censo de Población y Vivienda,Oaxaca,Ocotlán de Morelos,Total,Discapacidad,"	20068",99.04729787
2020,Censo de Población y Vivienda,Oaxaca,Ocotlán de Morelos,Hombres,Afromexicana o afrodescendiente,"	20068",99.07260201
