Year,Entidad federativa,Unidades económicas víctimas,GeoCode,Value
2013,Oaxaca,Tamaño Mediana,20,68.6567164179104
2011,Oaxaca,Tamaño Mediana,20,72.4137931034483
2021,Oaxaca,Tamaño Grande,20,54.59047846000001
2019,Oaxaca,Tamaño Grande,20,70.0
2017,Oaxaca,Tamaño Grande,20,70.9677419354839
2015,Oaxaca,Tamaño Grande,20,52.7027027027027
2013,Oaxaca,Tamaño Grande,20,67.2727272727273
2011,Oaxaca,Tamaño Grande,20,65.2777777777778
2021,Oaxaca,Sector económico Comercio,20,26.43851608
2019,Oaxaca,Sector económico Comercio,20,29.2481575912081
2017,Oaxaca,Sector económico Comercio,20,34.2226733973645
2015,Oaxaca,Sector económico Comercio,20,29.6119886176099
2013,Oaxaca,Sector económico Comercio,20,40.1629262754163
2011,Oaxaca,Sector económico Comercio,20,34.2050762386752
2021,Oaxaca,Sector económico Industria,20,14.2444834
2019,Oaxaca,Sector económico Industria,20,15.3399195213612
2017,Oaxaca,Sector económico Industria,20,16.4781756334762
2015,Oaxaca,Sector económico Industria,20,17.2736828376741
2013,Oaxaca,Sector económico Industria,20,30.8763257734837
2011,Oaxaca,Sector económico Industria,20,32.6011608176334
2021,Oaxaca,Sector económico Servicios,20,20.15522757
2019,Oaxaca,Sector económico Servicios,20,27.7806497026116
2017,Oaxaca,Sector económico Servicios,20,30.6253052833026
2015,Oaxaca,Sector económico Servicios,20,25.345801216958296
2013,Oaxaca,Sector económico Servicios,20,29.0805688877669
2011,Oaxaca,Sector económico Servicios,20,32.731396888869
2021,Puebla,Total,21,26.013100770000005
2019,Puebla,Total,21,34.4692037380473
2017,Puebla,Total,21,38.0793107434612
2015,Puebla,Total,21,36.0295149179619
2013,Puebla,Total,21,42.8598156677652
2011,Puebla,Total,21,30.8313605998108
2021,Puebla,Tamaño Micro,21,25.3498074
2019,Puebla,Tamaño Micro,21,33.7589700241283
2017,Puebla,Tamaño Micro,21,37.4371859296482
2015,Puebla,Tamaño Micro,21,35.4347826086957
2013,Puebla,Tamaño Micro,21,42.3785594639866
2011,Puebla,Tamaño Micro,21,29.910714285714292
2021,Puebla,Tamaño Pequeña,21,40.41292048
2019,Puebla,Tamaño Pequeña,21,56.1356979955142
2017,Puebla,Tamaño Pequeña,21,60.3658536585366
2015,Puebla,Tamaño Pequeña,21,55.0
2013,Puebla,Tamaño Pequeña,21,55.6962025316456
2011,Puebla,Tamaño Pequeña,21,58.4269662921348
2021,Puebla,Tamaño Mediana,21,55.75830335999999
2019,Puebla,Tamaño Mediana,21,69.2431085627199
2017,Puebla,Tamaño Mediana,21,65.8914728682171
2015,Puebla,Tamaño Mediana,21,61.2903225806452
2013,Puebla,Tamaño Mediana,21,62.3853211009174
2011,Puebla,Tamaño Mediana,21,59.3023255813953
2021,Puebla,Tamaño Grande,21,57.04073829
2019,Puebla,Tamaño Grande,21,65.1686030284
2017,Puebla,Tamaño Grande,21,70.0
2015,Puebla,Tamaño Grande,21,62.5
2013,Puebla,Tamaño Grande,21,68.1318681318681
2011,Puebla,Tamaño Grande,21,64.7540983606557
2021,Puebla,Sector económico Comercio,21,30.91472315
2019,Puebla,Sector económico Comercio,21,36.1345681770256
2017,Puebla,Sector económico Comercio,21,41.0315294294738
2015,Puebla,Sector económico Comercio,21,44.7697174590271
2013,Puebla,Sector económico Comercio,21,43.5943006159219
2011,Puebla,Sector económico Comercio,21,36.1711378718664
2021,Puebla,Sector económico Industria,21,20.88280849
2019,Puebla,Sector económico Industria,21,29.3235471625141
2017,Puebla,Sector económico Industria,21,31.6265410196864
2015,Puebla,Sector económico Industria,21,21.5485089796698
2013,Puebla,Sector económico Industria,21,48.6106953339664
2011,Puebla,Sector económico Industria,21,31.9746442752333
2021,Puebla,Sector económico Servicios,21,21.94480478
2019,Puebla,Sector económico Servicios,21,34.7548718979617
2017,Puebla,Sector económico Servicios,21,37.6916733818024
2015,Puebla,Sector económico Servicios,21,31.5477521052831
2013,Puebla,Sector económico Servicios,21,39.4007824470376
2011,Puebla,Sector económico Servicios,21,23.6314624776206
2021,Querétaro,Total,22,32.20472421
2019,Querétaro,Total,22,29.7283047478254
2017,Querétaro,Total,22,34.0751010671139
2015,Querétaro,Total,22,38.353923288886
2013,Querétaro,Total,22,34.051681163772
2011,Querétaro,Total,22,36.0787628997592
2021,Querétaro,Tamaño Micro,22,30.4447199
2019,Querétaro,Tamaño Micro,22,28.1521644124004
2017,Querétaro,Tamaño Micro,22,33.3333333333333
2015,Querétaro,Tamaño Micro,22,37.4493927125506
2013,Querétaro,Tamaño Micro,22,33.3333333333333
2011,Querétaro,Tamaño Micro,22,34.9854227405248
2021,Querétaro,Tamaño Pequeña,22,50.71221392
2019,Querétaro,Tamaño Pequeña,22,53.0836327024385
2017,Querétaro,Tamaño Pequeña,22,43.6363636363636
2015,Querétaro,Tamaño Pequeña,22,48.0
2013,Querétaro,Tamaño Pequeña,22,41.6666666666667
2011,Querétaro,Tamaño Pequeña,22,47.9520769696936
2021,Querétaro,Tamaño Mediana,22,54.31832025
2019,Querétaro,Tamaño Mediana,22,57.1623127830024
2017,Querétaro,Tamaño Mediana,22,49.2753623188406
2015,Querétaro,Tamaño Mediana,22,58.9041095890411
2013,Querétaro,Tamaño Mediana,22,53.0
2011,Querétaro,Tamaño Mediana,22,62.6865671641791
2021,Querétaro,Tamaño Grande,22,52.68521506
2019,Querétaro,Tamaño Grande,22,42.89233003611239
2017,Querétaro,Tamaño Grande,22,58.119658119658105
2015,Querétaro,Tamaño Grande,22,71.1711711711712
2013,Querétaro,Tamaño Grande,22,52.9411764705882
2011,Querétaro,Tamaño Grande,22,65.8536585365854
2021,Querétaro,Sector económico Comercio,22,31.43784275
2019,Querétaro,Sector económico Comercio,22,36.5399992978752
2017,Querétaro,Sector económico Comercio,22,41.0103001117036
2015,Querétaro,Sector económico Comercio,22,44.4386799804146
2013,Querétaro,Sector económico Comercio,22,39.3785394738773
2011,Querétaro,Sector económico Comercio,22,40.1732551986651
2021,Querétaro,Sector económico Industria,22,31.01043695
2019,Querétaro,Sector económico Industria,22,23.2898359178744
2017,Querétaro,Sector económico Industria,22,32.1768393117231
2015,Querétaro,Sector económico Industria,22,30.5846564249026
2013,Querétaro,Sector económico Industria,22,28.7428724488072
2011,Querétaro,Sector económico Industria,22,48.0153070776297
2021,Querétaro,Sector económico Servicios,22,33.28762882
2019,Querétaro,Sector económico Servicios,22,24.1981108094416
2017,Querétaro,Sector económico Servicios,22,26.8474803840073
2015,Querétaro,Sector económico Servicios,22,33.3416777715173
2013,Querétaro,Sector económico Servicios,22,29.7927843594822
2011,Querétaro,Sector económico Servicios,22,28.0291460938699
2021,Quintana Roo,Total,23,23.43404051
2019,Quintana Roo,Total,23,27.146347860894
2017,Quintana Roo,Total,23,38.8861832175836
2015,Quintana Roo,Total,23,35.6921876919199
2013,Quintana Roo,Total,23,35.2038516256887
2011,Quintana Roo,Total,23,39.9844491423772
2021,Quintana Roo,Tamaño Micro,23,22.40843937
2019,Quintana Roo,Tamaño Micro,23,25.942238166784204
2017,Quintana Roo,Tamaño Micro,23,37.5959079283887
2015,Quintana Roo,Tamaño Micro,23,34.4978165938865
2013,Quintana Roo,Tamaño Micro,23,34.5372460496614
2011,Quintana Roo,Tamaño Micro,23,38.421052631579
2021,Quintana Roo,Tamaño Pequeña,23,30.98453428
2019,Quintana Roo,Tamaño Pequeña,23,40.8817772177516
2017,Quintana Roo,Tamaño Pequeña,23,56.3981042654028
2015,Quintana Roo,Tamaño Pequeña,23,48.5232067510548
2013,Quintana Roo,Tamaño Pequeña,23,38.6503067484663
2011,Quintana Roo,Tamaño Pequeña,23,58.2278481012658
2021,Quintana Roo,Tamaño Mediana,23,36.90067325
2019,Quintana Roo,Tamaño Mediana,23,50.5290377305341
2017,Quintana Roo,Tamaño Mediana,23,61.7647058823529
2015,Quintana Roo,Tamaño Mediana,23,59.8360655737705
2013,Quintana Roo,Tamaño Mediana,23,56.81818181818179
2011,Quintana Roo,Tamaño Mediana,23,57.1428571428571
2021,Quintana Roo,Tamaño Grande,23,39.34962502
2019,Quintana Roo,Tamaño Grande,23,46.8196841648854
2017,Quintana Roo,Tamaño Grande,23,55.8823529411765
2015,Quintana Roo,Tamaño Grande,23,57.0175438596491
2013,Quintana Roo,Tamaño Grande,23,58.8235294117647
2011,Quintana Roo,Tamaño Grande,23,57.3770491803279
2021,Quintana Roo,Sector económico Comercio,23,25.367891870000005
2019,Quintana Roo,Sector económico Comercio,23,31.174345151149804
2017,Quintana Roo,Sector económico Comercio,23,46.6445833045744
2015,Quintana Roo,Sector económico Comercio,23,41.765670354027
2013,Quintana Roo,Sector económico Comercio,23,42.4427006754898
2011,Quintana Roo,Sector económico Comercio,23,43.7615245509622
2021,Quintana Roo,Sector económico Industria,23,20.36746347
2019,Quintana Roo,Sector económico Industria,23,36.1758044073756
2017,Quintana Roo,Sector económico Industria,23,33.0845039145541
2015,Quintana Roo,Sector económico Industria,23,22.5802708697563
2013,Quintana Roo,Sector económico Industria,23,33.6554026165418
2011,Quintana Roo,Sector económico Industria,23,56.76547482055761
2021,Quintana Roo,Sector económico Servicios,23,22.07012367
2019,Quintana Roo,Sector económico Servicios,23,22.3394825274072
2017,Quintana Roo,Sector económico Servicios,23,32.3816204168744
2015,Quintana Roo,Sector económico Servicios,23,32.4333509962599
2013,Quintana Roo,Sector económico Servicios,23,28.388504098887704
2011,Quintana Roo,Sector económico Servicios,23,32.4934049591088
2021,San Luis Potosí,Total,24,33.02977099
2019,San Luis Potosí,Total,24,36.1744792839816
2017,San Luis Potosí,Total,24,37.2479602880994
2015,San Luis Potosí,Total,24,30.4285839363522
2013,San Luis Potosí,Total,24,21.1140949553972
2011,San Luis Potosí,Total,24,31.3479930734959
2021,San Luis Potosí,Tamaño Micro,24,31.943758490000004
2019,San Luis Potosí,Tamaño Micro,24,35.1848003060641
2017,San Luis Potosí,Tamaño Micro,24,36.4842454394693
2015,San Luis Potosí,Tamaño Micro,24,29.3882978723404
2013,San Luis Potosí,Tamaño Micro,24,20.3361344537815
2011,San Luis Potosí,Tamaño Micro,24,30.2777777777778
2021,San Luis Potosí,Tamaño Pequeña,24,49.3912268
2019,San Luis Potosí,Tamaño Pequeña,24,55.1581600284104
2017,San Luis Potosí,Tamaño Pequeña,24,53.2258064516129
2015,San Luis Potosí,Tamaño Pequeña,24,51.505016722408
2013,San Luis Potosí,Tamaño Pequeña,24,34.5744680851064
2011,San Luis Potosí,Tamaño Pequeña,24,51.8518518518518
2021,San Luis Potosí,Tamaño Mediana,24,59.82774043
2019,San Luis Potosí,Tamaño Mediana,24,63.7838351269202
2017,San Luis Potosí,Tamaño Mediana,24,59.7222222222222
2015,San Luis Potosí,Tamaño Mediana,24,56.551724137931
2013,San Luis Potosí,Tamaño Mediana,24,46.0869565217391
2011,San Luis Potosí,Tamaño Mediana,24,57.3301098405639
2021,San Luis Potosí,Tamaño Grande,24,57.30929298
2019,San Luis Potosí,Tamaño Grande,24,64.708669308162
2017,San Luis Potosí,Tamaño Grande,24,58.974358974359
2015,San Luis Potosí,Tamaño Grande,24,63.20000000000001
2013,San Luis Potosí,Tamaño Grande,24,51.2820512820513
2011,San Luis Potosí,Tamaño Grande,24,66.8639053254438
2021,San Luis Potosí,Sector económico Comercio,24,35.24063682
2019,San Luis Potosí,Sector económico Comercio,24,42.4276992299699
2017,San Luis Potosí,Sector económico Comercio,24,44.6985129964985
2015,San Luis Potosí,Sector económico Comercio,24,35.2566038034848
2013,San Luis Potosí,Sector económico Comercio,24,25.5891086167653
2011,San Luis Potosí,Sector económico Comercio,24,34.7805080102118
2021,San Luis Potosí,Sector económico Industria,24,33.62077924
2019,San Luis Potosí,Sector económico Industria,24,34.4247340522835
2017,San Luis Potosí,Sector económico Industria,24,33.6282072977559
2015,San Luis Potosí,Sector económico Industria,24,22.1737374843605
2013,San Luis Potosí,Sector económico Industria,24,20.7000315170795
2011,San Luis Potosí,Sector económico Industria,24,41.6660631293023
2021,San Luis Potosí,Sector económico Servicios,24,30.55365304
2019,San Luis Potosí,Sector económico Servicios,24,30.0512322710274
2017,San Luis Potosí,Sector económico Servicios,24,30.119921468175004
2015,San Luis Potosí,Sector económico Servicios,24,27.068120857150102
2013,San Luis Potosí,Sector económico Servicios,24,15.532517139498202
2011,San Luis Potosí,Sector económico Servicios,24,24.1732060758812
2021,Sinaloa,Total,25,26.73915772
2019,Sinaloa,Total,25,27.7070834886192
2017,Sinaloa,Total,25,24.184208604216696
2015,Sinaloa,Total,25,37.9451712852511
2013,Sinaloa,Total,25,31.9815513866574
2011,Sinaloa,Total,25,38.4048372822682
2021,Sinaloa,Tamaño Micro,25,25.5921361
2019,Sinaloa,Tamaño Micro,25,26.1862932192409
2017,Sinaloa,Tamaño Micro,25,22.522522522522497
2015,Sinaloa,Tamaño Micro,25,37.4291115311909
2013,Sinaloa,Tamaño Micro,25,30.622009569378
2011,Sinaloa,Tamaño Micro,25,37.1527777777778
2021,Sinaloa,Tamaño Pequeña,25,37.87679819
2019,Sinaloa,Tamaño Pequeña,25,49.9845685264969
2017,Sinaloa,Tamaño Pequeña,25,49.7797356828194
2015,Sinaloa,Tamaño Pequeña,25,42.654028436019
2013,Sinaloa,Tamaño Pequeña,25,49.4186046511628
2011,Sinaloa,Tamaño Pequeña,25,52.57764483527169
2021,Sinaloa,Tamaño Mediana,25,54.0367486
2019,Sinaloa,Tamaño Mediana,25,64.3476234855545
2017,Sinaloa,Tamaño Mediana,25,63.20000000000001
2015,Sinaloa,Tamaño Mediana,25,56.4814814814815
2013,Sinaloa,Tamaño Mediana,25,64.7058823529412
2011,Sinaloa,Tamaño Mediana,25,70.6521739130435
2021,Sinaloa,Tamaño Grande,25,50.69399442
2019,Sinaloa,Tamaño Grande,25,47.583255933814
2017,Sinaloa,Tamaño Grande,25,58.2417582417582
2015,Sinaloa,Tamaño Grande,25,56.5789473684211
2013,Sinaloa,Tamaño Grande,25,52.1739130434783
2011,Sinaloa,Tamaño Grande,25,78.1021897810219
2021,Sinaloa,Sector económico Comercio,25,29.60445122
2019,Sinaloa,Sector económico Comercio,25,33.8371641915584
2017,Sinaloa,Sector económico Comercio,25,28.851329483499
2015,Sinaloa,Sector económico Comercio,25,44.3479917532269
2013,Sinaloa,Sector económico Comercio,25,39.4673331242181
2011,Sinaloa,Sector económico Comercio,25,44.823998226897096
2021,Sinaloa,Sector económico Industria,25,23.68084918
2019,Sinaloa,Sector económico Industria,25,23.1405535034213
2017,Sinaloa,Sector económico Industria,25,20.829968320265
2015,Sinaloa,Sector económico Industria,25,33.7514839564921
2013,Sinaloa,Sector económico Industria,25,22.329543271826804
2011,Sinaloa,Sector económico Industria,25,39.5371737307912
2021,Sinaloa,Sector económico Servicios,25,24.880511800000004
2019,Sinaloa,Sector económico Servicios,25,23.4662821459578
2017,Sinaloa,Sector económico Servicios,25,20.4025766699717
2015,Sinaloa,Sector económico Servicios,25,32.3188045611108
2013,Sinaloa,Sector económico Servicios,25,25.8944855270805
2011,Sinaloa,Sector económico Servicios,25,31.251942412343
2021,Sonora,Total,26,36.86581628
2019,Sonora,Total,26,34.9162719126364
2017,Sonora,Total,26,43.1791249940425
2015,Sonora,Total,26,46.3551651578399
2013,Sonora,Total,26,29.1760129079109
2011,Sonora,Total,26,44.03041622303001
2021,Sonora,Tamaño Micro,26,36.08320989
2019,Sonora,Tamaño Micro,26,33.4457132203225
2017,Sonora,Tamaño Micro,26,41.8666666666667
2015,Sonora,Tamaño Micro,26,45.2586206896552
2013,Sonora,Tamaño Micro,26,28.176795580110497
2011,Sonora,Tamaño Micro,26,42.2018348623853
2021,Sonora,Tamaño Pequeña,26,45.27905556
2019,Sonora,Tamaño Pequeña,26,53.4142142078016
2017,Sonora,Tamaño Pequeña,26,61.878453038674
2015,Sonora,Tamaño Pequeña,26,61.8421052631579
2013,Sonora,Tamaño Pequeña,26,40.3225806451613
2011,Sonora,Tamaño Pequeña,26,63.615745282160994
2021,Sonora,Tamaño Mediana,26,41.16583667
2019,Sonora,Tamaño Mediana,26,58.4200779727096
2017,Sonora,Tamaño Mediana,26,63.7037037037037
2015,Sonora,Tamaño Mediana,26,61.3138686131387
2013,Sonora,Tamaño Mediana,26,45.33333333333329
2011,Sonora,Tamaño Mediana,26,73.9893142863145
2021,Sonora,Tamaño Grande,26,49.46919331
2019,Sonora,Tamaño Grande,26,54.202518376028
2017,Sonora,Tamaño Grande,26,60.377358490566
2015,Sonora,Tamaño Grande,26,53.9130434782609
2013,Sonora,Tamaño Grande,26,55.4054054054054
2011,Sonora,Tamaño Grande,26,67.6258992805755
2021,Sonora,Sector económico Comercio,26,44.18724471
2019,Sonora,Sector económico Comercio,26,40.7582520176329
2017,Sonora,Sector económico Comercio,26,56.8569391882783
2015,Sonora,Sector económico Comercio,26,59.8816969209754
2013,Sonora,Sector económico Comercio,26,34.4166071444483
2011,Sonora,Sector económico Comercio,26,51.31263377125341
2021,Sonora,Sector económico Industria,26,20.40203272
2019,Sonora,Sector económico Industria,26,33.3254741462758
2017,Sonora,Sector económico Industria,26,30.9834015682987
2015,Sonora,Sector económico Industria,26,44.7040244342975
2013,Sonora,Sector económico Industria,26,35.3854239399224
2011,Sonora,Sector económico Industria,26,39.5390943366392
2021,Sonora,Sector económico Servicios,26,35.20440151
2019,Sonora,Sector económico Servicios,26,30.5502290169466
2017,Sonora,Sector económico Servicios,26,34.6406182716718
2015,Sonora,Sector económico Servicios,26,33.2834745008621
2013,Sonora,Sector económico Servicios,26,21.9762123090959
2011,Sonora,Sector económico Servicios,26,40.1278090830391
2021,Tabasco,Total,27,21.58917781
2019,Tabasco,Total,27,32.8450921593739
2017,Tabasco,Total,27,32.9064762728089
2015,Tabasco,Total,27,31.5376301874758
2013,Tabasco,Total,27,25.3548933389828
2011,Tabasco,Total,27,32.8109114568508
2021,Tabasco,Tamaño Micro,27,20.21744157
2019,Tabasco,Tamaño Micro,27,32.183593991468
2017,Tabasco,Tamaño Micro,27,31.8864774624374
2015,Tabasco,Tamaño Micro,27,30.1109350237718
2013,Tabasco,Tamaño Micro,27,24.7391952309985
2011,Tabasco,Tamaño Micro,27,31.103678929765906
2021,Tabasco,Tamaño Pequeña,27,41.21762182
2019,Tabasco,Tamaño Pequeña,27,47.7564280492246
2017,Tabasco,Tamaño Pequeña,27,49.4252873563218
2015,Tabasco,Tamaño Pequeña,27,56.459330143540704
2013,Tabasco,Tamaño Pequeña,27,32.3741007194245
2011,Tabasco,Tamaño Pequeña,27,64.1304347826087
2021,Tabasco,Tamaño Mediana,27,62.71642817
2019,Tabasco,Tamaño Mediana,27,61.780075778191794
2017,Tabasco,Tamaño Mediana,27,73.4939759036145
2015,Tabasco,Tamaño Mediana,27,75.8241758241758
2013,Tabasco,Tamaño Mediana,27,54.1176470588235
2011,Tabasco,Tamaño Mediana,27,64.5743701221621
2021,Tabasco,Tamaño Grande,27,54.56406718
2019,Tabasco,Tamaño Grande,27,66.2352941176471
2017,Tabasco,Tamaño Grande,27,71.0144927536232
2015,Tabasco,Tamaño Grande,27,64.2857142857143
2013,Tabasco,Tamaño Grande,27,45.7627118644068
2011,Tabasco,Tamaño Grande,27,73.2758620689655
2021,Tabasco,Sector económico Comercio,27,26.7691679
2019,Tabasco,Sector económico Comercio,27,36.5538081776783
2017,Tabasco,Sector económico Comercio,27,40.6166077633519
2015,Tabasco,Sector económico Comercio,27,37.0963933316089
2013,Tabasco,Sector económico Comercio,27,31.2950263568877
2011,Tabasco,Sector económico Comercio,27,37.1893989442585
2021,Tabasco,Sector económico Industria,27,17.43221459
2019,Tabasco,Sector económico Industria,27,29.6398874964346
2017,Tabasco,Sector económico Industria,27,25.7950623175349
2015,Tabasco,Sector económico Industria,27,26.2433416430579
2013,Tabasco,Sector económico Industria,27,17.3505759791705
2011,Tabasco,Sector económico Industria,27,17.3033939044291
2021,Tabasco,Sector económico Servicios,27,17.58498118
2019,Tabasco,Sector económico Servicios,27,30.008948237036503
2017,Tabasco,Sector económico Servicios,27,25.8004235249762
2015,Tabasco,Sector económico Servicios,27,26.8517550606764
2013,Tabasco,Sector económico Servicios,27,20.1303314959708
2011,Tabasco,Sector económico Servicios,27,32.5648979129751
2021,Tamaulipas,Total,28,16.4181968
2019,Tamaulipas,Total,28,21.2101541380525
2017,Tamaulipas,Total,28,23.8571240679327
2015,Tamaulipas,Total,28,31.4044623867982
2013,Tamaulipas,Total,28,27.9660100993419
2011,Tamaulipas,Total,28,29.41854146456309
2021,Tamaulipas,Tamaño Micro,28,15.73803331
2019,Tamaulipas,Tamaño Micro,28,20.4417436158636
2017,Tamaulipas,Tamaño Micro,28,22.8174603174603
2015,Tamaulipas,Tamaño Micro,28,30.4347826086957
2013,Tamaulipas,Tamaño Micro,28,26.8129770992366
2011,Tamaulipas,Tamaño Micro,28,28.2608695652174
2021,Tamaulipas,Tamaño Pequeña,28,23.94526086
2019,Tamaulipas,Tamaño Pequeña,28,33.6628067027538
2017,Tamaulipas,Tamaño Pequeña,28,41.3793103448276
2015,Tamaulipas,Tamaño Pequeña,28,45.41666666666671
2013,Tamaulipas,Tamaño Pequeña,28,46.120689655172406
2011,Tamaulipas,Tamaño Pequeña,28,47.5247524752475
2021,Tamaulipas,Tamaño Mediana,28,30.94499548
2019,Tamaulipas,Tamaño Mediana,28,38.9147021412262
2017,Tamaulipas,Tamaño Mediana,28,46.4052287581699
2015,Tamaulipas,Tamaño Mediana,28,56.3218390804598
2013,Tamaulipas,Tamaño Mediana,28,51.82926829268289
2011,Tamaulipas,Tamaño Mediana,28,48.95833333333329
2021,Tamaulipas,Tamaño Grande,28,31.6883832
2019,Tamaulipas,Tamaño Grande,28,36.6400406316373
2017,Tamaulipas,Tamaño Grande,28,52.054794520548
2015,Tamaulipas,Tamaño Grande,28,55.1020408163265
2013,Tamaulipas,Tamaño Grande,28,48.8262910798122
2011,Tamaulipas,Tamaño Grande,28,56.4766839378238
2021,Tamaulipas,Sector económico Comercio,28,17.88591687
2019,Tamaulipas,Sector económico Comercio,28,23.260249064236103
2017,Tamaulipas,Sector económico Comercio,28,25.6962341666497
2015,Tamaulipas,Sector económico Comercio,28,37.1645034523228
2013,Tamaulipas,Sector económico Comercio,28,30.4003181943899
2011,Tamaulipas,Sector económico Comercio,28,33.6248560990165
2021,Tamaulipas,Sector económico Industria,28,17.79387931
2019,Tamaulipas,Sector económico Industria,28,17.1861037097766
2017,Tamaulipas,Sector económico Industria,28,14.9969145002891
2015,Tamaulipas,Sector económico Industria,28,35.6569735327324
2013,Tamaulipas,Sector económico Industria,28,29.5955074120328
2011,Tamaulipas,Sector económico Industria,28,25.13497656308469
2021,Tamaulipas,Sector económico Servicios,28,14.87514237
2019,Tamaulipas,Sector económico Servicios,28,20.0609883576552
2017,Tamaulipas,Sector económico Servicios,28,24.0609602178509
2015,Tamaulipas,Sector económico Servicios,28,24.2676070713886
2013,Tamaulipas,Sector económico Servicios,28,24.9646636556752
2011,Tamaulipas,Sector económico Servicios,28,26.8390227887583
2021,Tlaxcala,Total,29,32.86854839
2019,Tlaxcala,Total,29,35.71349114701
2017,Tlaxcala,Total,29,32.3989691405376
2015,Tlaxcala,Total,29,36.4719146637572
2013,Tlaxcala,Total,29,34.7631161042801
2011,Tlaxcala,Total,29,34.3216080289061
2021,Tlaxcala,Tamaño Micro,29,32.36411116
2019,Tlaxcala,Tamaño Micro,29,35.2051908950122
2017,Tlaxcala,Tamaño Micro,29,32.0209973753281
2015,Tlaxcala,Tamaño Micro,29,36.1396303901437
2013,Tlaxcala,Tamaño Micro,29,34.3205574912892
2011,Tlaxcala,Tamaño Micro,29,33.9857651245552
2021,Tlaxcala,Tamaño Pequeña,29,49.6533732
2019,Tlaxcala,Tamaño Pequeña,29,61.1274775905922
2017,Tlaxcala,Tamaño Pequeña,29,51.7006802721088
2015,Tlaxcala,Tamaño Pequeña,29,49.729729729729705
2013,Tlaxcala,Tamaño Pequeña,29,54.3352601156069
2011,Tlaxcala,Tamaño Pequeña,29,47.6190476190476
2021,Tlaxcala,Tamaño Mediana,29,62.60635965
2019,Tlaxcala,Tamaño Mediana,29,65.7981925483294
2017,Tlaxcala,Tamaño Mediana,29,65.1162790697674
2015,Tlaxcala,Tamaño Mediana,29,66.6666666666667
2013,Tlaxcala,Tamaño Mediana,29,58.88888888888889
2011,Tlaxcala,Tamaño Mediana,29,55.1724137931034
2021,Tlaxcala,Tamaño Grande,29,70.64241101
2019,Tlaxcala,Tamaño Grande,29,61.6600790513834
2017,Tlaxcala,Tamaño Grande,29,68.9655172413793
2015,Tlaxcala,Tamaño Grande,29,84.6153846153846
2013,Tlaxcala,Tamaño Grande,29,58.695652173913
2011,Tlaxcala,Tamaño Grande,29,65.4545454545454
2021,Tlaxcala,Sector económico Comercio,29,38.01896283
2019,Tlaxcala,Sector económico Comercio,29,39.4317764490674
2017,Tlaxcala,Sector económico Comercio,29,30.4122190062313
2015,Tlaxcala,Sector económico Comercio,29,40.8203312103727
2013,Tlaxcala,Sector económico Comercio,29,37.1680469685882
2011,Tlaxcala,Sector económico Comercio,29,35.0397838093376
2021,Tlaxcala,Sector económico Industria,29,22.29410347
2019,Tlaxcala,Sector económico Industria,29,28.3308317672701
2017,Tlaxcala,Sector económico Industria,29,26.5080207379555
2015,Tlaxcala,Sector económico Industria,29,31.290446537498
2013,Tlaxcala,Sector económico Industria,29,30.0823738321248
2011,Tlaxcala,Sector económico Industria,29,34.6424697822332
2021,Tlaxcala,Sector económico Servicios,29,30.48699057
2019,Tlaxcala,Sector económico Servicios,29,33.873208460792
2017,Tlaxcala,Sector económico Servicios,29,38.9339228746554
2015,Tlaxcala,Sector económico Servicios,29,32.4093563484148
2013,Tlaxcala,Sector económico Servicios,29,33.6501467445253
2011,Tlaxcala,Sector económico Servicios,29,32.9239230763709
2021,Veracruz de Ignacio de la Llave,Total,30,20.99820455
2019,Veracruz de Ignacio de la Llave,Total,30,30.214311778694
2017,Veracruz de Ignacio de la Llave,Total,30,26.7769657437146
2015,Veracruz de Ignacio de la Llave,Total,30,28.9947617839882
2013,Veracruz de Ignacio de la Llave,Total,30,25.8036313413682
2011,Veracruz de Ignacio de la Llave,Total,30,26.5409528846466
2021,Veracruz de Ignacio de la Llave,Tamaño Micro,30,20.27263049
2019,Veracruz de Ignacio de la Llave,Tamaño Micro,30,29.3839804099473
2017,Veracruz de Ignacio de la Llave,Tamaño Micro,30,25.7530120481928
2015,Veracruz de Ignacio de la Llave,Tamaño Micro,30,28.086838534599696
2013,Veracruz de Ignacio de la Llave,Tamaño Micro,30,24.6969696969697
2011,Veracruz de Ignacio de la Llave,Tamaño Micro,30,25.3709198813056
2021,Veracruz de Ignacio de la Llave,Tamaño Pequeña,30,34.81958722
2019,Veracruz de Ignacio de la Llave,Tamaño Pequeña,30,55.3424597852388
2017,Veracruz de Ignacio de la Llave,Tamaño Pequeña,30,54.9707602339181
2015,Veracruz de Ignacio de la Llave,Tamaño Pequeña,30,51.47679324894509
2013,Veracruz de Ignacio de la Llave,Tamaño Pequeña,30,50.531914893617
2011,Veracruz de Ignacio de la Llave,Tamaño Pequeña,30,53.71900826446281
2021,Veracruz de Ignacio de la Llave,Tamaño Mediana,30,46.6496513
2019,Veracruz de Ignacio de la Llave,Tamaño Mediana,30,63.8195816864295
2017,Veracruz de Ignacio de la Llave,Tamaño Mediana,30,74.3589743589744
2015,Veracruz de Ignacio de la Llave,Tamaño Mediana,30,66.3716814159292
2013,Veracruz de Ignacio de la Llave,Tamaño Mediana,30,60.5504587155963
2011,Veracruz de Ignacio de la Llave,Tamaño Mediana,30,62.8318584070797
2021,Veracruz de Ignacio de la Llave,Tamaño Grande,30,51.99990792
